event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,46,46,6908104,6913950,6908093,75,0,1000,0,0,3
2,43,89,7673712,7677360,7467022,75,0,1000,0,0,8
3,48,137,5613716,5616538,6930457,50,16,999,2,0,6
4,78,215,1475616,1478511,4561404,15,8,997,0,0,8
5,66,281,160173,161480,1963157,5,8,1003,0,0,0
6,75,356,610365,612147,887360,10,30,1007,2,0,10
7,65,421,4977295,4979504,1084557,45,8,1011,1,0,6
8,67,488,2812309,2815928,1034171,25,8,1019,0,0,12
9,40,528,8044269,8049042,1376622,70,8,1018,0,0,6
10,87,615,568152,569041,855345,5,1,1019,1,0,16
11,51,666,1387338,1388331,583736,15,3,1021,2,0,6
12,56,722,1132937,1133829,336333,10,4,1022,2,0,19
13,76,798,27085,27829,65607,1,4,1023,0,0,4
14,68,866,3712453,3715118,75605,30,4,1024,0,0,3
15,68,934,1044556,1045259,38851,10,7,1024,2,0,12
16,87,1021,521238,521815,22782,5,2,1031,3,0,3
17,80,1101,3009682,3011712,26011,25,2,1035,0,0,9
18,43,1144,6898167,6900941,33181,55,3,1035,2,0,13
19,60,1204,554594,554706,11502,5,3,1035,3,0,8
20,58,1262,1408519,1410506,8539,15,3,1036,0,0,2
21,58,1320,2880359,2884034,7830,25,3,1036,0,0,11
22,47,1367,3264671,3266024,5997,30,22,1034,2,0,10
23,48,1415,4224890,4228396,4072,35,22,1035,0,0,8
24,73,1488,963399,964777,2644,10,15,1036,2,0,4
25,69,1557,2884040,2885710,3136,25,20,1036,2,0,3
26,78,1635,1087549,1088731,1907,10,14,1038,1,0,5
27,57,1692,1744173,1746100,1116,15,14,1039,0,0,12
28,76,1768,1299974,1301441,1049,15,8,1041,1,0,0
29,53,1821,6899629,6901242,2013,55,63,1041,1,0,2
30,65,1886,372055,373974,1323,5,63,1044,0,0,13
31,64,1950,911117,912795,1058,10,22,1045,2,0,0
32,58,2008,2553534,2565650,1143,20,11,1034,0,0,12
33,134,2142,42342,45623,415,1,36,1031,1,0,0
34,58,2200,1185939,1191998,473,10,36,1031,0,0,15
35,48,2248,7769722,7773357,756,60,13,1030,1,0,16
36,82,2330,2760811,2763071,740,25,17,1033,1,0,11
37,32,2362,3658329,3660495,525,30,2,1035,1,0,2
