name,time,event
3xc,2025-10-09T21:49:25.118480Z,8
freehit,2025-11-07T19:37:59.471140Z,11
wildcard,2025-11-11T00:11:47.038249Z,12
bboost,2025-12-09T09:05:07.922794Z,16
3xc,2026-02-07T15:40:07.521330Z,26
wildcard,2026-02-12T19:30:38.554830Z,27
bboost,2026-03-05T20:48:59.118708Z,30
freehit,2026-03-14T15:26:53.040959Z,31
