h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.515586,1.17753,0.515586,1.17753,"{'att': 237, 'def': 20}","{'att': 310, 'def': 19}",1,5,0,1,0.7329,l,2024-08-19 17:00:00,0,0,1,0,-0.661944
h,1.79566,0.796104,1.79566,0.796104,"{'att': 330, 'def': 15}","{'att': 114, 'def': 28}",4,5,0,1,2.2146,l,2024-08-24 19:30:00,0,0,1,0,0.999556
a,0.855829,3.88587,0.855829,3.88587,"{'att': 310, 'def': 12}","{'att': 214, 'def': 11}",1,17,0,0,0.0927,d,2024-08-28 19:30:00,0,1,0,1,-3.030041
h,1.84679,1.0088,1.84679,1.0088,"{'att': 216, 'def': 21}","{'att': 213, 'def': 29}",7,4,2,1,2.0395000000000003,w,2024-08-31 17:15:00,1,0,0,3,0.83799
h,1.95102,2.3693,1.20775,2.3693,"{'att': 213, 'def': 15}","{'att': 163, 'def': 20}",3,10,3,2,1.0441,w,2024-09-14 14:15:00,1,0,0,3,-1.1615499999999999
a,0.318831,4.89487,0.318831,4.1516,"{'att': 414, 'def': 13}","{'att': 119, 'def': 21}",3,23,1,4,0.0047,l,2024-09-21 19:00:00,0,0,1,0,-3.8327690000000003
h,0.355072,1.96233,0.355072,1.96233,"{'att': 245, 'def': 18}","{'att': 328, 'def': 21}",2,4,1,2,0.261,l,2024-09-26 17:00:00,0,0,1,0,-1.6072579999999999
a,0.569387,1.97922,0.569387,1.23197,"{'att': 254, 'def': 22}","{'att': 282, 'def': 26}",0,17,0,1,0.3533,l,2024-09-29 16:30:00,0,0,1,0,-0.662583
h,0.948554,1.79839,0.948554,1.79839,"{'att': 242, 'def': 21}","{'att': 140, 'def': 24}",2,4,2,1,0.5791,w,2024-10-05 12:00:00,1,0,0,3,-0.8498359999999999
a,0.500795,1.46517,0.500795,1.46517,"{'att': 283, 'def': 27}","{'att': 224, 'def': 17}",3,5,1,4,0.5391,l,2024-10-19 12:00:00,0,0,1,0,-0.9643750000000001
h,1.0292,0.813306,1.0292,0.813306,"{'att': 293, 'def': 28}","{'att': 174, 'def': 10}",5,4,0,2,1.4279,l,2024-10-25 19:00:00,0,0,1,0,0.21589399999999992
a,0.787359,1.94398,0.787359,1.94398,"{'att': 453, 'def': 21}","{'att': 110, 'def': 24}",2,15,1,3,0.5455,l,2024-11-03 15:15:00,0,0,1,0,-1.156621
a,0.488285,3.28521,0.488285,3.28521,"{'att': 509, 'def': 30}","{'att': 114, 'def': 12}",9,17,1,4,0.0732,l,2024-11-23 17:30:00,0,0,1,0,-2.7969250000000003
h,1.50136,1.55998,1.50136,0.816704,"{'att': 435, 'def': 14}","{'att': 78, 'def': 17}",2,11,3,1,1.3063,w,2024-11-30 17:30:00,1,0,0,3,0.684656
a,1.17303,0.530268,1.17303,0.530268,"{'att': 155, 'def': 27}","{'att': 264, 'def': 27}",6,1,0,1,1.9919,l,2024-12-09 20:00:00,0,0,1,0,0.6427620000000001
h,0.298744,0.213917,0.298744,0.213917,"{'att': 321, 'def': 19}","{'att': 198, 'def': 21}",3,4,0,0,1.2806000000000002,d,2024-12-14 13:00:00,0,1,0,1,0.08482700000000001
h,1.87851,1.78128,1.87851,1.78128,"{'att': 279, 'def': 20}","{'att': 236, 'def': 22}",10,8,1,1,1.4624,d,2024-12-18 20:30:00,0,1,0,1,0.09722999999999993
a,0.878983,0.956162,0.878983,0.956162,"{'att': 294, 'def': 21}","{'att': 218, 'def': 20}",1,2,0,1,1.2578,l,2024-12-22 17:30:00,0,0,1,0,-0.077179
h,1.05544,1.92496,1.05544,1.92496,"{'att': 276, 'def': 21}","{'att': 250, 'def': 26}",10,6,1,1,0.7222,d,2025-01-11 17:30:00,0,1,0,1,-0.8695200000000001
h,1.28839,1.72021,1.28839,1.72021,"{'att': 444, 'def': 24}","{'att': 206, 'def': 15}",3,5,2,1,1.0093999999999999,w,2025-01-17 20:00:00,1,0,0,3,-0.4318200000000001
a,1.27943,1.15013,1.27943,1.15013,"{'att': 389, 'def': 17}","{'att': 109, 'def': 24}",0,5,1,1,1.5156,d,2025-01-25 17:30:00,0,1,0,1,0.12929999999999997
h,0.52719,1.52796,0.52719,1.52796,"{'att': 417, 'def': 12}","{'att': 132, 'def': 11}",1,18,1,0,0.5958,w,2025-02-01 20:00:00,1,0,0,3,-1.00077
a,0.872507,1.67839,0.129229,1.67839,"{'att': 296, 'def': 22}","{'att': 127, 'def': 21}",0,8,1,2,0.6743000000000001,l,2025-02-09 17:30:00,0,0,1,0,-1.549161
h,1.19577,0.896815,1.19577,0.896815,"{'att': 259, 'def': 26}","{'att': 153, 'def': 24}",3,4,1,1,1.6122,d,2025-02-16 13:00:00,0,1,0,1,0.29895499999999997
a,0.495881,1.54627,0.495881,1.54627,"{'att': 226, 'def': 19}","{'att': 142, 'def': 22}",4,6,1,0,0.5476,w,2025-02-22 13:00:00,1,0,0,3,-1.050389
h,0.325296,1.58787,0.325296,0.844596,"{'att': 319, 'def': 12}","{'att': 170, 'def': 26}",1,15,1,1,0.3376,d,2025-03-10 20:00:00,0,1,0,1,-0.5193000000000001
a,0.184342,2.57036,0.184342,1.08381,"{'att': 247, 'def': 14}","{'att': 150, 'def': 17}",3,9,1,2,0.0621,l,2025-03-15 15:15:00,0,0,1,0,-0.8994679999999999
h,0.985043,0.994468,0.241766,0.994468,"{'att': 354, 'def': 24}","{'att': 227, 'def': 20}",0,5,1,1,1.3458,d,2025-03-29 15:15:00,0,1,0,1,-0.752702
a,3.48741,0.501253,2.74413,0.501253,"{'att': 288, 'def': 17}","{'att': 108, 'def': 15}",8,7,4,0,2.8770000000000002,w,2025-04-04 19:00:00,1,0,0,3,2.242877
a,0.780846,0.824366,0.780846,0.824366,"{'att': 272, 'def': 11}","{'att': 221, 'def': 28}",3,8,2,0,1.3281999999999998,w,2025-04-12 16:30:00,1,0,0,3,-0.04352
