name,time,event
wildcard,2025-09-01T18:21:07.935010Z,4
freehit,2025-10-14T20:28:59.092134Z,8
bboost,2025-11-07T15:29:53.242067Z,11
3xc,2025-11-28T23:11:23.898096Z,13
wildcard,2026-04-10T16:57:49.206541Z,32
bboost,2026-04-18T08:25:31.143999Z,33
freehit,2026-04-23T19:29:34.877967Z,34
3xc,2026-05-08T14:48:23.421973Z,36
