event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,81,81,171132,188855,171132,5,0,1000,0,0,18
2,54,135,4168589,4237737,371570,40,0,1003,0,0,13
3,50,185,4844867,4887693,541869,45,30,1010,2,0,5
4,68,253,4352745,4401279,696784,40,45,1011,1,0,21
5,59,312,676867,706294,306165,10,45,1015,0,0,9
6,76,388,532219,545390,129534,5,48,1014,2,0,2
7,81,469,1038947,1062386,70822,10,15,1018,1,0,6
8,86,555,257309,264876,20836,5,15,1024,0,0,9
9,40,595,8384673,8415414,50681,70,0,1027,2,0,28
10,73,668,3531001,3594992,63694,30,0,1031,0,0,5
11,44,712,3220461,3309163,52819,30,0,1033,0,0,6
12,45,757,3450577,3515753,51736,30,14,1033,0,0,9
13,52,809,997912,1028236,33207,10,14,1038,0,0,3
14,61,870,6242840,6262221,60662,55,0,1037,2,0,12
15,39,909,10001541,10005962,139684,80,6,1037,3,0,11
16,90,999,341955,343743,72942,5,35,1035,2,0,3
17,123,1122,3748,3900,7505,1,3,1037,2,0,0
18,49,1171,3909767,3996570,6963,35,3,1041,0,0,3
19,33,1204,9634550,9740604,11292,80,3,1040,0,0,7
20,74,1278,142400,143053,3225,5,6,1040,3,0,6
21,62,1340,1780887,1840833,2342,15,6,1040,0,0,12
22,35,1375,8776682,8891544,3682,70,6,1042,0,0,3
23,44,1419,6366225,6390791,3155,50,11,1041,2,0,9
24,62,1481,3788586,3816649,4032,30,3,1041,2,0,4
25,69,1550,2884040,2907243,4625,25,15,1041,2,0,11
26,80,1630,827810,841015,2537,10,0,1042,1,0,7
27,47,1677,5195045,5320945,2646,45,0,1044,0,0,12
28,78,1755,1054075,1070006,2285,10,10,1046,2,0,2
29,50,1805,7767898,7785884,4846,65,16,1048,1,0,1
30,71,1876,108046,115429,2347,1,16,1050,0,0,10
31,61,1937,1387566,1406038,2204,15,3,1052,2,0,3
32,56,1993,3179668,3281782,2549,25,17,1042,0,0,9
33,127,2120,139099,143089,1420,5,17,1042,0,0,0
34,56,2176,1463292,1509163,1753,15,17,1042,0,0,8
35,55,2231,4551058,4672697,1763,40,17,1045,0,0,21
36,97,2328,478237,488721,821,5,56,1048,2,0,12
37,27,2355,5296614,5311555,789,45,5,1049,2,0,2
