id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
135,Kuwait,region-115,2025-07-20T23:14:30.720753Z,False,,,s,c,,1,False,False,False,True,2879779.0,True,71301,1,"[{'phase': 1, 'rank': 6, 'last_rank': 7, 'rank_sort': 6, 'total': 2355, 'league_id': 135, 'rank_count': 71301, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 6395, 'last_rank': 4967, 'rank_sort': 6449, 'total': 179, 'league_id': 135, 'rank_count': 71301, 'entry_percentile_rank': 10}]",[],6,7
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 788, 'last_rank': 820, 'rank_sort': 794, 'total': 2355, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1081516, 'last_rank': 786122, 'rank_sort': 1089604, 'total': 179, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 15}]",[],788,820
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 789, 'last_rank': 821, 'rank_sort': 795, 'total': 2355, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1213030, 'last_rank': 918197, 'rank_sort': 1221118, 'total': 179, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 10}]",[],789,821
327,beIN SPORTS League,brd-bein,2025-07-20T23:14:34.170527Z,False,,,s,c,,1,False,False,False,True,2837133.0,True,2814433,1,"[{'phase': 1, 'rank': 63, 'last_rank': 68, 'rank_sort': 63, 'total': 2355, 'league_id': 327, 'rank_count': 2814433, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 222794, 'last_rank': 191763, 'rank_sort': 224363, 'total': 179, 'league_id': 327, 'rank_count': 2814427, 'entry_percentile_rank': 10}]",[],63,68
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 58453, 'last_rank': 53986, 'rank_sort': 58970, 'total': 1077, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1213030, 'last_rank': 918197, 'rank_sort': 1221118, 'total': 179, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 10}]",[],58453,53986
13434,Ninja Fantasy League,,2025-07-21T12:03:03.918675Z,False,,,x,c,73313.0,1,False,False,False,True,2898850.0,True,14188,1,"[{'phase': 1, 'rank': 4, 'last_rank': 4, 'rank_sort': 4, 'total': 2355, 'league_id': 13434, 'rank_count': 14188, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1568, 'last_rank': 1175, 'rank_sort': 1576, 'total': 179, 'league_id': 13434, 'rank_count': 14188, 'entry_percentile_rank': 15}]",[],4,4
103387,La masia,,2025-07-21T17:51:37.163999Z,False,,,x,c,572440.0,1,False,False,False,True,2919654.0,True,751,1,"[{'phase': 1, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 2355, 'league_id': 103387, 'rank_count': 751, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 92, 'last_rank': 74, 'rank_sort': 93, 'total': 179, 'league_id': 103387, 'rank_count': 751, 'entry_percentile_rank': 15}]",[],2,2
369472,دوري شبكة توتنهام,,2025-07-25T12:07:27.023566Z,False,,,x,c,2024771.0,1,False,False,False,True,2898895.0,True,11770,1,"[{'phase': 1, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 2355, 'league_id': 369472, 'rank_count': 11770, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1527, 'last_rank': 1164, 'rank_sort': 1542, 'total': 179, 'league_id': 369472, 'rank_count': 11770, 'entry_percentile_rank': 15}]",[],2,2
477181,دوري جريمبة,,2025-07-28T04:34:58.816046Z,False,,,x,c,2542294.0,1,False,False,True,True,2920010.0,True,521,1,"[{'phase': 1, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 2355, 'league_id': 477181, 'rank_count': 521, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 72, 'last_rank': 47, 'rank_sort': 72, 'total': 179, 'league_id': 477181, 'rank_count': 521, 'entry_percentile_rank': 15}]",[],2,2
730084,KalaK,,2025-08-03T06:48:34.139867Z,False,,,x,c,3608300.0,1,False,False,False,True,2915315.0,True,2047,1,"[{'phase': 1, 'rank': 7, 'last_rank': 6, 'rank_sort': 7, 'total': 2355, 'league_id': 730084, 'rank_count': 2047, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 294, 'last_rank': 213, 'rank_sort': 296, 'total': 179, 'league_id': 730084, 'rank_count': 2047, 'entry_percentile_rank': 15}]",[],7,6
