season_name,total_points,rank
2017/18,1621,4117130
2018/19,1777,4240710
2019/20,2084,1044788
2020/21,2276,467065
2021/22,2459,174810
2022/23,2528,99265
2023/24,2522,45920
2024/25,2570,24181
