name,time,event
wildcard,2025-09-12T15:14:56.410027Z,4
freehit,2025-11-28T20:02:41.180621Z,13
3xc,2025-12-13T15:23:52.032423Z,17
bboost,2025-12-20T13:51:04.398877Z,18
wildcard,2026-04-08T20:28:29.128150Z,32
bboost,2026-04-10T20:37:58.005337Z,33
freehit,2026-04-18T12:43:48.881332Z,34
3xc,2026-05-01T18:30:30.461104Z,36
