id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
12,Liverpool,team-12,2025-07-20T23:14:28.519561Z,False,,,s,c,,1,False,False,False,True,2849437.0,True,1883255,1,"[{'phase': 1, 'rank': 40, 'last_rank': 49, 'rank_sort': 40, 'total': 2371, 'league_id': 12, 'rank_count': 1883255, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 97615, 'last_rank': 99118, 'rank_sort': 97745, 'total': 188, 'league_id': 12, 'rank_count': 1883255, 'entry_percentile_rank': 10}]",[],40,49
261,England,region-241,2025-07-20T23:14:32.999318Z,False,,,s,c,,1,False,False,False,True,2837110.0,True,3435923,1,"[{'phase': 1, 'rank': 131, 'last_rank': 171, 'rank_sort': 131, 'total': 2371, 'league_id': 261, 'rank_count': 3435923, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 187448, 'last_rank': 186574, 'rank_sort': 187709, 'total': 188, 'league_id': 261, 'rank_count': 3435924, 'entry_percentile_rank': 10}]",[],131,171
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 359, 'last_rank': 471, 'rank_sort': 359, 'total': 2371, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 532028, 'last_rank': 543672, 'rank_sort': 532737, 'total': 188, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 10}]",[],359,471
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 359, 'last_rank': 472, 'rank_sort': 359, 'total': 2371, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 586638, 'last_rank': 631106, 'rank_sort': 587347, 'total': 188, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 5}]",[],359,472
321,Sky Sports League,brd-skysports,2025-07-20T23:14:34.060791Z,False,,,s,c,,1,False,False,False,True,2837111.0,True,3896318,1,"[{'phase': 1, 'rank': 143, 'last_rank': 193, 'rank_sort': 143, 'total': 2371, 'league_id': 321, 'rank_count': 3896318, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 212006, 'last_rank': 210679, 'rank_sort': 212300, 'total': 188, 'league_id': 321, 'rank_count': 3896319, 'entry_percentile_rank': 10}]",[],143,193
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 499, 'last_rank': 697, 'rank_sort': 501, 'total': 1143, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 586638, 'last_rank': 631106, 'rank_sort': 587347, 'total': 188, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 5}]",[],499,697
133976,Reed Smith LLP,,2025-07-21T21:21:23.694865Z,False,,,x,c,277368.0,1,False,False,False,True,3057559.0,True,20,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2371, 'league_id': 133976, 'rank_count': 20, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 188, 'league_id': 133976, 'rank_count': 20, 'entry_percentile_rank': 10}]",[],1,1
1030247,Sir Gary Williams FPL 25/26,,2025-08-08T20:28:15.909220Z,False,,,x,c,4764784.0,1,False,False,False,True,3318244.0,True,12,10,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2371, 'league_id': 1030247, 'rank_count': 12, 'entry_percentile_rank': 10}, {'phase': 11, 'rank': 3, 'last_rank': 2, 'rank_sort': 3, 'total': 188, 'league_id': 1030247, 'rank_count': 12, 'entry_percentile_rank': 25}]",[],1,1
1055777,Kim FC,,2025-08-09T10:05:07.841463Z,False,,,x,c,2305547.0,1,False,False,False,True,3590517.0,True,6,20,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2371, 'league_id': 1055777, 'rank_count': 6, 'entry_percentile_rank': 20}, {'phase': 11, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 188, 'league_id': 1055777, 'rank_count': 6, 'entry_percentile_rank': 20}]",[],1,1
1563280,League of Pigeons,,2025-08-14T03:13:45.447220Z,False,,,x,c,4248342.0,1,False,False,False,True,3776481.0,True,6,20,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2371, 'league_id': 1563280, 'rank_count': 6, 'entry_percentile_rank': 20}, {'phase': 11, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 188, 'league_id': 1563280, 'rank_count': 6, 'entry_percentile_rank': 35}]",[],1,1
