h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,2.09532,1.1196,0.608763,1.1196,"{'att': 310, 'def': 35}","{'att': 155, 'def': 21}",6,9,2,0,2.175,w,2023-08-11 17:30:00,1,0,0,3,-0.5108369999999999
a,2.7851,0.837141,2.7851,0.837141,"{'att': 207, 'def': 22}","{'att': 209, 'def': 26}",7,9,2,0,2.625,w,2023-08-21 19:30:00,1,0,0,3,1.947959
h,0.542939,3.29424,0.542939,3.29424,"{'att': 235, 'def': 40}","{'att': 227, 'def': 21}",10,5,0,7,0.1046,l,2023-08-28 19:30:00,0,0,1,0,-2.7513009999999998
a,1.53554,0.91924,1.53554,0.91924,"{'att': 287, 'def': 28}","{'att': 204, 'def': 39}",4,12,0,1,1.8762,l,2023-09-02 19:00:00,0,0,1,0,0.6163
h,2.64605,0.556231,1.90277,0.556231,"{'att': 169, 'def': 19}","{'att': 194, 'def': 29}",5,4,2,0,2.7165000000000004,w,2023-09-15 19:00:00,1,0,0,3,1.346539
h,1.0345,1.0365,1.0345,1.0365,"{'att': 276, 'def': 30}","{'att': 152, 'def': 27}",14,10,1,1,1.3472,d,2023-09-24 14:15:00,0,1,0,1,-0.0020000000000000018
a,0.258447,0.35761,0.258447,0.35761,"{'att': 195, 'def': 21}","{'att': 205, 'def': 27}",3,4,0,0,1.1017000000000001,d,2023-09-27 19:30:00,0,1,0,1,-0.099163
h,1.78616,1.33689,1.04288,1.33689,"{'att': 161, 'def': 19}","{'att': 270, 'def': 26}",4,4,2,2,1.7166,d,2023-09-30 14:15:00,0,1,0,1,-0.2940099999999999
a,0.998714,0.807105,0.998714,0.807105,"{'att': 206, 'def': 19}","{'att': 99, 'def': 23}",2,14,2,2,1.5545999999999998,d,2023-10-07 19:00:00,0,1,0,1,0.19160900000000003
a,1.25598,1.18559,0.512697,0.442308,"{'att': 332, 'def': 24}","{'att': 220, 'def': 26}",1,11,1,0,1.3661,w,2023-10-22 12:00:00,1,0,0,3,0.07038899999999998
h,0.844003,1.93178,0.844003,1.1885,"{'att': 187, 'def': 31}","{'att': 249, 'def': 26}",6,3,2,2,0.5508,d,2023-10-29 15:15:00,0,1,0,1,-0.34449699999999994
a,0.134981,1.85349,0.134981,1.85349,"{'att': 284, 'def': 15}","{'att': 187, 'def': 31}",0,14,0,0,0.197,d,2023-11-05 20:00:00,0,1,0,1,-1.718509
h,1.67584,4.2691,1.67584,4.2691,"{'att': 294, 'def': 29}","{'att': 217, 'def': 31}",7,16,1,2,0.2177,l,2023-11-11 13:00:00,0,0,1,0,-2.59326
h,0.912299,1.30627,0.912299,1.30627,"{'att': 334, 'def': 38}","{'att': 151, 'def': 22}",2,11,1,1,1.0234999999999999,d,2023-11-25 13:00:00,0,1,0,1,-0.39397100000000007
a,0.34629,1.6869,0.34629,1.6869,"{'att': 237, 'def': 21}","{'att': 295, 'def': 28}",4,9,0,4,0.3549,l,2023-12-02 15:15:00,0,0,1,0,-1.34061
h,1.32415,0.126167,1.32415,0.126167,"{'att': 190, 'def': 24}","{'att': 353, 'def': 31}",6,0,0,0,2.4062,d,2023-12-11 20:00:00,0,1,0,1,1.197983
a,1.15316,1.77561,1.15316,1.77561,"{'att': 218, 'def': 20}","{'att': 139, 'def': 19}",4,5,0,1,0.8268,l,2023-12-15 20:00:00,0,0,1,0,-0.62245
h,0.51265,0.33485,0.51265,0.33485,"{'att': 158, 'def': 17}","{'att': 274, 'def': 28}",9,1,0,1,1.4467,l,2023-12-19 18:00:00,0,0,1,0,0.17780000000000007
a,2.73568,0.651184,2.73568,0.651184,"{'att': 135, 'def': 22}","{'att': 332, 'def': 23}",3,3,2,0,2.8008,w,2024-01-02 16:00:00,1,0,0,3,2.0844959999999997
h,2.16832,0.786109,2.16832,0.786109,"{'att': 312, 'def': 37}","{'att': 175, 'def': 16}",11,6,0,2,2.3685,l,2024-01-20 13:00:00,0,0,1,0,1.382211
a,0.129675,0.251108,0.129675,0.251108,"{'att': 230, 'def': 26}","{'att': 171, 'def': 28}",2,2,0,0,0.9973,d,2024-01-27 13:00:00,0,1,0,1,-0.12143299999999999
