season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2023/24,222683,50,46,100,1910,7,1,11,23,0,0,0,5,0,0,2,229,362.2,283.2,619.0,126.4,0,0,0,0,26,5.76,1.68,7.44,30.07
2024/25,222683,55,59,158,2339,12,6,13,29,0,0,0,8,0,0,14,532,700.0,654.1,771.0,212.0,0,0,0,138,29,10.05,3.66,13.71,32.60
