season_name,total_points,rank
2016/17,1689,2561453
2018/19,1917,2894358
2019/20,2101,902856
2020/21,2327,262035
2021/22,2414,273506
2022/23,2425,499652
2023/24,2548,22856
2024/25,2499,128475
