name,time,event
wildcard,2025-09-12T23:25:41.209063Z,4
bboost,2025-09-19T18:16:22.963371Z,5
3xc,2025-11-22T10:51:58.478722Z,12
freehit,2025-11-28T17:22:12.881319Z,13
3xc,2026-02-10T17:57:33.794341Z,26
wildcard,2026-04-13T09:29:32.982441Z,33
freehit,2026-04-20T16:47:36.610816Z,34
bboost,2026-04-26T20:23:51.280559Z,35
