season_name,total_points,rank
2015/16,1982,742708
2016/17,1891,1225993
2017/18,2106,459230
2018/19,2049,1324010
2019/20,2286,66799
2020/21,2147,1304098
2021/22,2321,568790
2022/23,2540,74560
2023/24,2346,665876
2024/25,2015,5329099
