h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.13452,3.01246,1.13452,3.01246,"{'att': 232, 'def': 16}","{'att': 345, 'def': 21}",3,13,1,3,0.2862,l,2023-08-14 19:30:00,0,0,1,0,-1.87794
h,0.837141,2.7851,0.837141,2.7851,"{'att': 209, 'def': 26}","{'att': 207, 'def': 22}",9,7,0,2,0.25680000000000003,l,2023-08-21 19:30:00,0,0,1,0,-1.947959
h,1.81377,2.50232,1.0705,1.75904,"{'att': 165, 'def': 13}","{'att': 202, 'def': 29}",6,5,3,2,0.8794,w,2023-08-26 17:30:00,1,0,0,3,-0.6885399999999999
a,0.549509,2.08686,0.549509,2.08686,"{'att': 329, 'def': 20}","{'att': 164, 'def': 22}",1,9,3,5,0.33209999999999995,l,2023-09-02 12:00:00,0,0,1,0,-1.5373510000000001
h,1.97263,2.1418,1.97263,2.1418,"{'att': 232, 'def': 26}","{'att': 181, 'def': 32}",5,5,2,4,1.2202,l,2023-09-18 19:00:00,0,0,1,0,-0.16916999999999982
a,0.0378648,0.701293,0.0378648,0.701293,"{'att': 281, 'def': 32}","{'att': 147, 'def': 16}",3,5,0,1,0.4989,l,2023-09-24 16:30:00,0,0,1,0,-0.6634282
h,1.55108,0.870668,1.55108,0.870668,"{'att': 294, 'def': 17}","{'att': 182, 'def': 22}",6,11,1,1,1.9042,d,2023-09-28 17:00:00,0,1,0,1,0.680412
a,3.51421,2.24188,2.00419,2.24188,"{'att': 190, 'def': 10}","{'att': 222, 'def': 26}",4,7,3,3,2.2391,d,2023-10-01 12:00:00,0,1,0,1,-0.23769000000000018
h,0.611577,2.99552,0.611577,2.99552,"{'att': 333, 'def': 16}","{'att': 74, 'def': 18}",2,9,2,2,0.1008,d,2023-10-08 19:00:00,0,1,0,1,-2.383943
a,0.776224,1.79846,0.776224,1.05518,"{'att': 249, 'def': 23}","{'att': 208, 'def': 28}",6,10,0,2,0.5493,l,2023-10-20 19:00:00,0,0,1,0,-0.278956
h,2.80131,1.90197,2.80131,1.15869,"{'att': 306, 'def': 30}","{'att': 242, 'def': 27}",8,4,2,3,1.9804,l,2023-10-30 20:00:00,0,0,1,0,1.64262
a,0.344591,1.18921,0.344591,0.44593,"{'att': 248, 'def': 28}","{'att': 213, 'def': 36}",2,3,0,1,0.4821,l,2023-11-05 15:15:00,0,0,1,0,-0.10133900000000001
h,1.4404,2.30149,1.4404,2.30149,"{'att': 129, 'def': 21}","{'att': 289, 'def': 25}",3,1,1,1,0.6483,d,2023-11-11 17:30:00,0,1,0,1,-0.8610899999999999
a,1.13855,0.871813,0.395271,0.871813,"{'att': 167, 'def': 23}","{'att': 290, 'def': 28}",7,2,1,3,1.6317,l,2023-11-24 20:00:00,0,0,1,0,-0.47654199999999997
a,0.110085,2.2606,0.110085,2.2606,"{'att': 495, 'def': 17}","{'att': 243, 'def': 23}",2,9,0,2,0.0733,l,2023-12-02 17:30:00,0,0,1,0,-2.150515
h,0.543471,1.68816,0.543471,1.68816,"{'att': 243, 'def': 14}","{'att': 295, 'def': 25}",2,8,1,1,0.49350000000000005,d,2023-12-12 15:15:00,0,1,0,1,-1.144689
a,0.690175,1.33261,0.690175,1.33261,"{'att': 108, 'def': 15}","{'att': 305, 'def': 31}",5,6,0,1,0.7726999999999999,l,2023-12-16 13:00:00,0,0,1,0,-0.6424350000000001
h,1.12822,0.514939,1.12822,0.514939,"{'att': 287, 'def': 20}","{'att': 306, 'def': 29}",7,2,0,3,1.9111000000000002,l,2023-12-19 20:30:00,0,0,1,0,0.613281
h,3.87666,0.746073,3.87666,0.746073,"{'att': 150, 'def': 20}","{'att': 224, 'def': 24}",10,5,2,0,2.8789000000000002,w,2024-01-03 16:00:00,1,0,0,3,3.1305870000000002
a,0.658067,2.00904,0.658067,2.00904,"{'att': 232, 'def': 25}","{'att': 220, 'def': 29}",1,9,0,1,0.4638,l,2024-01-13 20:00:00,0,0,1,0,-1.3509730000000002
h,0.684269,1.42876,0.684269,1.42876,"{'att': 323, 'def': 25}","{'att': 362, 'def': 24}",6,7,0,1,0.6952,l,2024-01-22 20:00:00,0,0,1,0,-0.744491
a,1.504,1.03385,0.760718,1.03385,"{'att': 122, 'def': 15}","{'att': 314, 'def': 27}",6,1,0,2,1.7570000000000001,l,2024-01-29 20:00:00,0,0,1,0,-0.27313199999999993
h,0.155607,1.27614,0.155607,1.27614,"{'att': 364, 'def': 12}","{'att': 105, 'def': 28}",0,6,1,1,0.3832,d,2024-02-03 15:15:00,0,1,0,1,-1.120533
a,1.20453,2.5229,1.20453,2.5229,"{'att': 355, 'def': 17}","{'att': 177, 'def': 20}",5,14,3,3,0.4693,d,2024-02-11 20:00:00,0,1,0,1,-1.3183699999999998
h,1.79616,0.693843,1.79616,0.693843,"{'att': 174, 'def': 27}","{'att': 280, 'def': 29}",6,2,1,1,2.2385,d,2024-02-18 15:15:00,0,1,0,1,1.102317
a,0.276758,3.02991,0.276758,3.02991,"{'att': 261, 'def': 23}","{'att': 278, 'def': 17}",7,5,1,5,0.0655,l,2024-03-03 13:00:00,0,0,1,0,-2.753152
h,2.0551,1.88323,1.31182,1.88323,"{'att': 285, 'def': 21}","{'att': 119, 'def': 19}",5,11,2,3,1.5028,l,2024-03-09 17:30:00,0,0,1,0,-0.57141
a,0.295993,1.65502,0.295993,1.65502,"{'att': 220, 'def': 20}","{'att': 215, 'def': 31}",5,6,0,1,0.324,l,2024-03-16 13:00:00,0,0,1,0,-1.359027
a,0.412637,1.19169,0.412637,1.19169,"{'att': 245, 'def': 21}","{'att': 173, 'def': 36}",2,4,0,1,0.66,l,2024-03-29 20:00:00,0,0,1,0,-0.779053
h,0.729135,0.718558,0.729135,0.718558,"{'att': 173, 'def': 27}","{'att': 233, 'def': 14}",5,2,0,1,1.2421,l,2024-04-04 18:00:00,0,0,1,0,0.010576999999999948
h,1.86823,0.279326,1.12495,0.279326,"{'att': 218, 'def': 32}","{'att': 122, 'def': 15}",5,1,2,0,2.6732,w,2024-04-14 14:15:00,1,0,0,3,0.8456239999999999
a,0.150973,1.64137,0.150973,1.64137,"{'att': 321, 'def': 15}","{'att': 154, 'def': 25}",3,6,1,1,0.2545,d,2024-04-19 19:00:00,0,1,0,1,-1.490397
h,2.31468,0.989028,2.31468,0.989028,"{'att': 346, 'def': 30}","{'att': 213, 'def': 13}",9,5,3,0,2.3249999999999997,w,2024-04-28 14:15:00,1,0,0,3,1.325652
a,0.227083,2.45224,0.227083,2.45224,"{'att': 298, 'def': 24}","{'att': 196, 'def': 28}",3,6,0,3,0.10099999999999999,l,2024-05-05 19:00:00,0,0,1,0,-2.2251570000000003
h,0.699759,2.7909,0.699759,2.7909,"{'att': 302, 'def': 24}","{'att': 202, 'def': 15}",7,9,0,4,0.24969999999999998,l,2024-05-11 16:30:00,0,0,1,0,-2.0911410000000004
a,0.933417,3.00296,0.933417,3.00296,"{'att': 71, 'def': 15}","{'att': 262, 'def': 15}",6,3,1,2,0.201,l,2024-05-15 17:30:00,0,0,1,0,-2.069543
