h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.44704,1.10476,0.686941,1.10476,"{'att': 293, 'def': 30}","{'att': 176, 'def': 24}",3,3,1,1,1.6662000000000001,d,2024-08-18 15:00:00,0,1,0,1,-0.41781899999999994
a,0.772997,4.93703,0.772997,4.93703,"{'att': 413, 'def': 20}","{'att': 231, 'def': 32}",0,12,0,6,0.0298,l,2024-08-23 18:45:00,0,0,1,0,-4.164033
h,0.745975,1.69437,0.745975,0.934273,"{'att': 143, 'def': 19}","{'att': 323, 'def': 15}",2,6,1,3,0.5501,l,2024-08-31 17:00:00,0,0,1,0,-0.18829799999999997
a,0.310262,1.26867,0.310262,1.26867,"{'att': 257, 'def': 23}","{'att': 255, 'def': 18}",0,11,0,3,0.4361,l,2024-09-15 13:00:00,0,0,1,0,-0.9584079999999999
h,1.78396,1.42586,1.78396,1.42586,"{'att': 201, 'def': 22}","{'att': 229, 'def': 31}",7,5,3,2,1.6453,w,2024-09-22 15:00:00,1,0,0,3,0.3581000000000001
a,0.768868,3.45707,0.768868,3.45707,"{'att': 303, 'def': 29}","{'att': 131, 'def': 38}",4,21,1,2,0.138,l,2024-09-28 19:00:00,0,0,1,0,-2.688202
a,0.874094,3.71514,0.874094,2.95504,"{'att': 254, 'def': 21}","{'att': 284, 'def': 24}",7,10,2,4,0.0856,l,2024-10-06 15:00:00,0,0,1,0,-2.080946
h,1.75684,3.88109,1.75684,3.88109,"{'att': 360, 'def': 29}","{'att': 181, 'def': 32}",1,11,0,5,0.3136,l,2024-10-20 18:45:00,0,0,1,0,-2.12425
h,0.241419,2.88708,0.241419,2.88708,"{'att': 315, 'def': 24}","{'att': 298, 'def': 31}",1,13,0,3,0.07769999999999999,l,2024-10-27 16:00:00,0,0,1,0,-2.645661
a,0.722691,1.7998,0.722691,1.03971,"{'att': 231, 'def': 15}","{'att': 269, 'def': 23}",3,5,0,1,0.5044,l,2024-11-03 16:00:00,0,0,1,0,-0.31701899999999994
h,3.03758,1.88669,1.51739,1.88669,"{'att': 315, 'def': 21}","{'att': 117, 'def': 21}",4,3,3,1,2.2052,w,2024-11-10 16:00:00,1,0,0,3,-0.36929999999999996
a,0.862794,1.27297,0.862794,1.27297,"{'att': 142, 'def': 26}","{'att': 363, 'def': 21}",8,4,0,1,0.9852,l,2024-11-23 18:00:00,0,0,1,0,-0.410176
h,1.28241,2.06485,1.28241,0.54466,"{'att': 230, 'def': 17}","{'att': 183, 'def': 40}",1,7,2,2,0.7125999999999999,d,2024-12-01 14:00:00,0,1,0,1,0.73775
a,1.51819,1.10272,1.51819,1.10272,"{'att': 257, 'def': 20}","{'att': 271, 'def': 25}",4,13,0,2,1.792,l,2024-12-08 14:00:00,0,0,1,0,0.41547
h,2.45121,1.55192,2.45121,1.55192,"{'att': 218, 'def': 21}","{'att': 238, 'def': 23}",8,4,2,2,2.0161,d,2024-12-15 14:00:00,0,1,0,1,0.8992900000000001
a,1.55585,1.07725,1.55585,1.07725,"{'att': 305, 'def': 16}","{'att': 213, 'def': 23}",2,8,0,1,1.7485,l,2025-01-04 20:00:00,0,0,1,0,0.4785999999999999
h,1.44663,3.46863,0.686539,3.46863,"{'att': 185, 'def': 21}","{'att': 273, 'def': 20}",5,9,1,3,0.2858,l,2025-01-12 16:15:00,0,0,1,0,-2.7820910000000003
h,2.60645,1.74957,2.60645,1.74957,"{'att': 269, 'def': 15}","{'att': 115, 'def': 26}",5,17,2,1,1.9997,w,2025-01-17 18:00:00,1,0,0,3,0.8568800000000001
a,0.939857,1.34257,0.939857,1.34257,"{'att': 280, 'def': 30}","{'att': 131, 'def': 22}",3,16,2,1,1.0151999999999999,w,2025-01-26 16:15:00,1,0,0,3,-0.402713
h,1.11121,3.21001,1.11121,3.21001,"{'att': 235, 'def': 16}","{'att': 259, 'def': 30}",0,7,0,2,0.2471,l,2025-01-31 19:45:00,0,0,1,0,-2.0987999999999998
a,1.9822,3.17215,1.9822,3.17215,"{'att': 380, 'def': 13}","{'att': 230, 'def': 30}",6,11,0,2,0.6348,l,2025-02-09 16:15:00,0,0,1,0,-1.1899499999999998
h,1.33893,1.59077,1.33893,1.59077,"{'att': 382, 'def': 23}","{'att': 179, 'def': 18}",7,6,1,4,1.1401,l,2025-02-16 14:00:00,0,0,1,0,-0.25184000000000006
a,0.916772,2.14122,0.916772,2.14122,"{'att': 294, 'def': 28}","{'att': 204, 'def': 24}",3,15,0,2,0.5245,l,2025-02-23 16:15:00,0,0,1,0,-1.2244480000000002
h,1.60296,2.49604,1.60296,1.54646,"{'att': 253, 'def': 20}","{'att': 161, 'def': 28}",2,6,0,4,0.7324999999999999,l,2025-03-02 16:15:00,0,0,1,0,0.056499999999999995
a,0.305936,1.7771,0.305936,1.7771,"{'att': 373, 'def': 10}","{'att': 126, 'def': 28}",2,10,0,1,0.21739999999999998,l,2025-03-08 18:00:00,0,0,1,0,-1.471164
h,1.33869,1.13788,1.33869,1.13788,"{'att': 139, 'def': 16}","{'att': 104, 'def': 14}",6,6,0,2,1.5232,l,2025-03-16 16:15:00,0,0,1,0,0.20080999999999993
a,0.457017,2.11681,0.457017,2.11681,"{'att': 260, 'def': 19}","{'att': 239, 'def': 30}",5,11,0,1,0.3076,l,2025-03-30 16:15:00,0,0,1,0,-1.659793
h,0.956146,1.72977,0.956146,1.72977,"{'att': 275, 'def': 29}","{'att': 277, 'def': 20}",6,5,0,2,0.7551,l,2025-04-06 15:15:00,0,0,1,0,-0.773624
a,0.452518,1.771,0.452518,1.771,"{'att': 247, 'def': 31}","{'att': 360, 'def': 23}",1,3,0,2,0.38270000000000004,l,2025-04-13 15:15:00,0,0,1,0,-1.318482
a,0.304052,3.82233,0.304052,3.06224,"{'att': 413, 'def': 15}","{'att': 207, 'def': 27}",2,9,1,5,0.023899999999999998,l,2025-04-19 19:05:00,0,0,1,0,-2.758188
h,0.949696,1.03714,0.949696,1.03714,"{'att': 317, 'def': 27}","{'att': 330, 'def': 23}",5,6,0,0,1.2271999999999998,d,2025-04-27 15:15:00,0,1,0,1,-0.08744399999999997
a,0.413817,1.34191,0.413817,1.34191,"{'att': 377, 'def': 31}","{'att': 231, 'def': 35}",3,8,0,1,0.5367999999999999,l,2025-05-04 15:15:00,0,0,1,0,-0.928093
h,0.594471,1.78222,0.594471,1.02213,"{'att': 460, 'def': 21}","{'att': 178, 'def': 32}",1,8,1,4,0.4233,l,2025-05-10 19:00:00,0,0,1,0,-0.427659
a,0.602786,3.00657,0.602786,2.24647,"{'att': 290, 'def': 21}","{'att': 362, 'def': 23}",2,3,0,3,0.13319999999999999,l,2025-05-17 19:00:00,0,0,1,0,-1.643684
