h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.17349,1.1479,1.17349,1.1479,"{'att': 308, 'def': 23}","{'att': 341, 'def': 12}",6,7,0,2,1.3365,l,2023-08-21 18:45:00,0,0,1,0,0.02559
a,0.687398,0.915803,0.687398,0.915803,"{'att': 275, 'def': 14}","{'att': 228, 'def': 22}",9,8,1,1,1.1025,d,2023-08-27 16:30:00,0,1,0,1,-0.22840500000000008
h,2.8268,0.537052,2.06554,0.537052,"{'att': 151, 'def': 20}","{'att': 423, 'def': 13}",6,1,2,1,2.8432999999999997,w,2023-09-02 16:30:00,1,0,0,3,1.5284879999999998
a,0.896605,0.408446,0.896605,0.408446,"{'att': 199, 'def': 19}","{'att': 380, 'def': 29}",7,3,0,0,1.8245,d,2023-09-18 18:45:00,0,1,0,1,0.488159
h,0.184666,1.84847,0.184666,1.08717,"{'att': 251, 'def': 23}","{'att': 284, 'def': 28}",1,6,0,0,0.1345,d,2023-09-24 16:00:00,0,1,0,1,-0.902504
a,1.04179,1.02777,1.04179,1.02777,"{'att': 264, 'def': 25}","{'att': 300, 'def': 17}",2,3,0,0,1.3781,d,2023-09-28 16:30:00,0,1,0,1,0.014019999999999921
h,3.28867,1.04905,3.28867,1.04905,"{'att': 203, 'def': 15}","{'att': 316, 'def': 25}",12,6,3,0,2.6335,w,2023-10-01 10:30:00,1,0,0,3,2.2396200000000004
a,1.04766,0.705274,0.286361,0.705274,"{'att': 368, 'def': 28}","{'att': 218, 'def': 22}",1,7,2,2,1.7339,d,2023-10-07 13:00:00,0,1,0,1,-0.418913
h,1.63336,1.42786,1.63336,0.666556,"{'att': 209, 'def': 16}","{'att': 284, 'def': 19}",7,9,2,1,1.5332000000000001,w,2023-10-22 13:00:00,1,0,0,3,0.9668039999999999
a,0.829724,0.864789,0.829724,0.864789,"{'att': 188, 'def': 20}","{'att': 415, 'def': 25}",3,8,1,1,1.3118,d,2023-10-28 13:00:00,0,1,0,1,-0.03506500000000001
h,0.698258,0.462021,0.698258,0.462021,"{'att': 306, 'def': 19}","{'att': 386, 'def': 31}",4,4,1,0,1.5676999999999999,w,2023-11-03 19:45:00,1,0,0,3,0.23623700000000003
a,2.31019,1.57435,1.54889,0.813049,"{'att': 153, 'def': 24}","{'att': 345, 'def': 31}",2,8,1,2,1.9508,l,2023-11-12 14:00:00,0,0,1,0,0.7358410000000001
h,1.34938,0.573292,1.34938,0.573292,"{'att': 251, 'def': 22}","{'att': 200, 'def': 21}",2,4,2,0,2.0288,w,2023-11-27 19:45:00,1,0,0,3,0.776088
a,1.51659,1.65827,1.51659,0.896975,"{'att': 225, 'def': 29}","{'att': 332, 'def': 24}",3,6,1,1,1.2085000000000001,d,2023-12-03 11:30:00,0,1,0,1,0.6196150000000001
a,1.67302,0.601235,1.67302,0.601235,"{'att': 194, 'def': 25}","{'att': 422, 'def': 31}",8,5,2,1,2.2882000000000002,w,2023-12-10 17:00:00,1,0,0,3,1.071785
h,0.782175,0.566461,0.782175,0.566461,"{'att': 268, 'def': 28}","{'att': 364, 'def': 29}",8,4,2,0,1.5472,w,2023-12-17 17:00:00,1,0,0,3,0.21571399999999996
h,0.986587,1.59382,0.986587,1.59382,"{'att': 226, 'def': 18}","{'att': 362, 'def': 24}",8,7,1,0,0.873,w,2023-12-23 14:00:00,1,0,0,3,-0.607233
a,0.766703,1.53169,0.766703,1.53169,"{'att': 82, 'def': 26}","{'att': 324, 'def': 13}",9,2,0,3,0.7535000000000001,l,2023-12-30 14:00:00,0,0,1,0,-0.764987
h,1.35919,0.153342,1.35919,0.153342,"{'att': 147, 'def': 13}","{'att': 377, 'def': 23}",6,2,1,1,2.3902,d,2024-01-05 19:45:00,0,1,0,1,1.2058479999999998
a,0.738045,0.48909,0.738045,0.48909,"{'att': 213, 'def': 22}","{'att': 367, 'def': 21}",10,0,1,2,1.5057,l,2024-01-14 14:00:00,0,0,1,0,0.24895499999999993
a,2.07278,3.60116,1.31148,2.07856,"{'att': 275, 'def': 17}","{'att': 294, 'def': 20}",5,4,2,2,0.4927,d,2024-01-27 19:45:00,0,1,0,1,-0.76708
