event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,50,50,5781366,6017435,5781357,65,0,1000,0,0,10
2,58,108,3159119,3233201,3954130,30,14,1000,1,0,12
3,92,200,2676,2811,109087,1,14,1005,0,0,2
4,88,288,347490,353463,27049,5,0,1009,2,0,9
5,52,340,2085575,2187167,23780,20,0,1013,0,0,2
6,70,410,1156234,1176120,19138,10,4,1015,1,0,14
7,74,484,2453204,2501440,20202,25,10,1017,1,0,6
8,81,565,535512,556248,8618,5,10,1021,0,0,2
9,40,605,8435709,8451880,24740,70,6,1018,3,0,13
10,70,675,4758664,4818848,41203,40,1,1020,1,0,12
11,38,713,6342132,6426197,51004,55,6,1022,1,0,14
12,40,753,5254150,5377948,67247,45,6,1026,0,0,0
13,36,789,5634270,5671099,110964,50,0,1025,2,0,3
14,83,872,609978,643701,55411,5,0,1023,0,0,3
15,52,924,4961248,5020128,67358,40,0,1023,1,0,7
16,82,1006,965519,972663,51681,10,0,1020,2,0,4
17,105,1111,171942,174009,15093,5,4,1022,4,0,0
18,44,1155,6363045,6414066,18605,55,7,1026,1,0,19
19,60,1215,539124,545759,6023,5,6,1023,1,0,13
20,47,1262,4193489,4328390,8629,35,6,1024,0,0,20
21,58,1320,3064983,3114181,7995,25,13,1028,1,0,10
22,58,1378,763924,768635,3188,10,6,1031,2,0,6
23,53,1431,2728997,2758918,1571,25,3,1035,1,0,22
24,73,1504,942179,959826,1004,10,0,1037,1,0,0
25,72,1576,1929571,1972902,981,20,5,1041,1,0,9
26,87,1663,279097,286449,347,5,0,1044,1,0,9
27,47,1710,5536663,5593774,360,45,3,1045,1,0,15
28,85,1795,374525,385759,210,5,12,1047,1,0,2
29,50,1845,7767898,7791041,518,65,2,1045,1,0,26
30,62,1907,722495,743139,394,10,4,1042,1,0,8
31,69,1976,308307,342023,252,5,4,1044,0,0,10
32,68,2044,783671,798736,164,10,0,1044,1,0,13
33,74,2118,3935369,3949214,1598,35,3,1041,1,0,11
34,40,2158,4757174,4878000,4216,40,1,1041,0,0,2
35,61,2219,2701774,2734264,3339,25,8,1045,1,0,19
36,101,2320,236662,244773,1257,5,0,1043,1,0,10
37,34,2354,2927811,3036177,823,25,0,1044,0,0,31
