id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
736,85,MissedShots,0.9719999694824218,0.5629999923706055,0.14212000370025635,Cheikh M&#039;Bengue,a,3222,OpenPlay,2014,Head,6219,Caen,Rennes,0,1,2014-08-30 19:00:00,Philipp Hosiner,Cross
3777,41,MissedShots,0.730999984741211,0.6869999694824219,0.012994799762964249,Cheikh M&#039;Bengue,h,3222,FromCorner,2014,LeftFoot,6107,Rennes,Monaco,2,0,2014-11-29 19:00:00,,None
3699,77,BlockedShot,0.8640000152587891,0.6559999847412109,0.03619400039315224,Cheikh M&#039;Bengue,h,3222,OpenPlay,2014,RightFoot,5964,Rennes,Marseille,1,1,2015-02-07 15:00:00,Ermir Lenjani,Cross
4131,39,MissedShots,0.875999984741211,0.7069999694824218,0.05650179833173752,Cheikh M&#039;Bengue,h,3222,OpenPlay,2014,LeftFoot,5984,Rennes,Bordeaux,1,1,2015-02-21 19:00:00,Abdoulaye Doucouré,Pass
8513,22,MissedShots,0.7040000152587891,0.725999984741211,0.008997879922389984,Cheikh M&#039;Bengue,h,3222,OpenPlay,2014,LeftFoot,5899,Rennes,Guingamp,1,0,2015-04-12 16:00:00,Benjamin André,HeadPass
6467,11,SavedShot,0.9419999694824219,0.7069999694824218,0.05301029980182648,Cheikh M&#039;Bengue,h,3222,OpenPlay,2014,LeftFoot,5858,Rennes,SC Bastia,0,1,2015-05-09 19:00:00,Abdoulaye Doucouré,HeadPass
6472,25,SavedShot,0.97,0.580999984741211,0.4673619866371155,Cheikh M&#039;Bengue,h,3222,OpenPlay,2014,LeftFoot,5858,Rennes,SC Bastia,0,1,2015-05-09 19:00:00,,Rebound
7435,43,BlockedShot,0.7759999847412109,0.6309999847412109,0.0176681000739336,Cheikh M&#039;Bengue,h,3222,OpenPlay,2014,RightFoot,5884,Rennes,Lyon,0,1,2015-05-23 20:00:00,Ola Toivonen,HeadPass
63088,87,MissedShots,0.8719999694824219,0.6669999694824219,0.060648199170827866,Cheikh M&#039;Bengue,a,3222,OpenPlay,2015,LeftFoot,1954,Monaco,Rennes,1,1,2015-10-04 16:00:00,Ludovic Baal,Pass
66682,12,MissedShots,0.905,0.6930000305175781,0.21641699969768524,Cheikh M&#039;Bengue,h,3222,OpenPlay,2015,LeftFoot,2079,Rennes,GFC Ajaccio,1,0,2016-01-22 23:30:00,Ousmane Dembélé,Pass
70147,33,BlockedShot,0.92,0.4540000152587891,0.03726930171251297,Cheikh M&#039;Bengue,a,3222,FromCorner,2015,Head,2141,Toulouse,Rennes,1,2,2016-02-27 23:00:00,Ousmane Dembélé,Aerial
68444,25,MissedShots,0.9119999694824219,0.515,0.08851759880781174,Cheikh M&#039;Bengue,a,3222,FromCorner,2015,Head,2197,Nice,Rennes,3,0,2016-04-10 19:00:00,Kamil Grosicki,Cross
104801,59,SavedShot,0.960999984741211,0.769000015258789,0.026094799861311913,Cheikh M&#039;Bengue,h,3222,OpenPlay,2016,LeftFoot,2337,Saint-Etienne,Dijon,1,1,2016-10-16 19:00:00,Kévin Théophile-Catherine,Chipped
105285,94,MissedShots,0.779000015258789,0.6819999694824219,0.013616399839520454,Cheikh M&#039;Bengue,h,3222,SetPiece,2016,LeftFoot,3323,Saint-Etienne,Monaco,1,1,2016-10-29 22:00:00,,None
109611,38,BlockedShot,0.89,0.5779999923706055,0.11512400209903717,Cheikh M&#039;Bengue,a,3222,OpenPlay,2016,LeftFoot,4212,Dijon,Saint-Etienne,0,1,2017-03-19 16:00:00,Robert Beric,Pass
165126,30,SavedShot,0.835,0.6719999694824219,0.038083698600530624,Cheikh M&#039;Bengue,h,3222,OpenPlay,2017,LeftFoot,8715,Saint-Etienne,Nantes,1,1,2017-12-03 14:00:00,Kévin Monnet-Paquet,Pass
