id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
7094,87,BlockedShot,0.7959999847412109,0.664000015258789,0.027635900303721428,Mamadou N&#039;Diaye,a,3630,OpenPlay,2014,LeftFoot,5875,Bordeaux,Montpellier,2,1,2015-05-23 20:00:00,Souleymane Camara,Pass
64429,22,MissedShots,0.705999984741211,0.5479999923706055,0.013219400309026241,Mamadou N&#039;Diaye,h,3630,FromCorner,2015,LeftFoot,1991,Montpellier,Nantes,2,1,2015-11-07 23:00:00,,None
64437,43,BlockedShot,0.815,0.28700000762939454,0.03521500155329704,Mamadou N&#039;Diaye,h,3630,OpenPlay,2015,LeftFoot,1991,Montpellier,Nantes,2,1,2015-11-07 23:00:00,,None
105335,63,MissedShots,0.7780000305175782,0.6619999694824219,0.009304209612309933,Mamadou N&#039;Diaye,a,3630,OpenPlay,2016,Head,3324,Lorient,Montpellier,2,2,2016-10-29 22:00:00,,Aerial
