name,time,event
3xc,2025-09-27T08:37:42.968997Z,6
bboost,2025-10-18T09:21:31.977194Z,8
freehit,2025-11-29T09:54:04.004420Z,13
wildcard,2025-12-22T22:46:29.429619Z,18
wildcard,2026-04-10T16:56:58.118870Z,32
bboost,2026-04-17T16:50:15.964178Z,33
freehit,2026-04-24T16:25:51.293070Z,34
3xc,2026-05-05T06:48:25.313958Z,36
