event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,68,68,1235729,1236626,1235729,15,0,1000,0,0,5
2,54,122,4168589,4169689,1423927,40,0,1002,0,0,9
3,66,188,666580,666799,390331,10,0,1005,0,0,6
4,69,257,3860408,3861114,498685,35,1,1004,0,0,16
5,53,310,1811822,1812774,346976,20,1,1009,0,0,22
6,70,380,1207538,1207736,222303,15,18,1008,3,0,7
7,77,457,1763930,1764451,160868,15,1,1012,1,0,13
8,96,553,47406,47537,23850,1,1,1020,0,0,12
9,41,594,7627870,7629063,52150,65,1,1023,0,0,6
10,87,681,592819,593060,26389,5,0,1028,2,0,6
11,44,725,3220461,3221403,21558,30,0,1034,0,0,8
12,49,774,2457927,2458690,16727,20,3,1033,1,0,6
13,56,830,690011,690048,8196,10,31,1032,3,0,8
14,58,888,7050935,7051560,21086,60,10,1032,1,0,3
15,64,952,1609204,1609664,12890,15,5,1037,1,0,6
16,78,1030,1531097,1531500,13267,15,16,1038,3,0,10
17,90,1120,1258105,1258217,8630,10,5,1039,3,0,0
18,31,1151,11334213,11334317,22960,90,18,1042,1,0,15
19,39,1190,6721120,6722094,25138,55,18,1041,0,0,11
20,47,1237,4426261,4426762,32893,35,14,1039,1,0,4
21,65,1302,1247812,1248097,21296,10,7,1037,1,0,5
22,43,1345,4975839,4976292,20064,40,4,1033,2,0,9
23,40,1385,7859411,7860329,22042,65,28,1029,0,0,15
24,79,1464,295047,295264,10394,5,28,1034,0,0,5
25,66,1530,3659569,3660330,13500,30,28,1038,0,0,7
26,62,1592,5108974,5109645,18965,40,28,1041,0,0,19
27,38,1630,10109008,10109468,29640,80,47,1042,1,0,14
28,93,1723,85504,85525,12359,1,8,1042,4,0,8
29,67,1790,2953178,2953753,10394,25,8,1048,0,0,3
30,71,1861,108046,108418,5050,1,8,1054,0,0,9
31,54,1915,2725912,2726438,6700,25,2,1057,1,0,0
32,64,1979,1375668,1375958,5215,15,17,1058,1,0,7
33,110,2089,520222,520620,6290,5,17,1057,0,0,29
34,68,2157,368468,368523,4304,5,24,1055,1,0,4
35,73,2230,510893,510964,1876,5,13,1058,2,0,6
36,77,2307,3986918,3987321,2404,35,25,1056,1,0,6
37,52,2359,531093,531134,628,5,19,1057,2,0,0
