h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.30191,2.27247,1.30191,1.51477,"{'att': 270, 'def': 33}","{'att': 135, 'def': 19}",3,6,3,1,0.7063999999999999,w,2025-08-23 13:30:00,1,0,0,3,-0.21286000000000005
h,0.506028,3.37523,0.506028,3.37523,"{'att': 266, 'def': 24}","{'att': 231, 'def': 31}",5,16,2,3,0.0964,l,2025-08-30 16:30:00,0,0,1,0,-2.869202
a,0.934223,1.95499,0.934223,1.0413,"{'att': 292, 'def': 17}","{'att': 279, 'def': 25}",7,13,1,2,0.4989,l,2025-09-14 13:30:00,0,0,1,0,-0.10707699999999987
h,0.870451,2.57047,0.870451,2.57047,"{'att': 124, 'def': 30}","{'att': 224, 'def': 15}",6,9,1,4,0.36150000000000004,l,2025-09-20 13:30:00,0,0,1,0,-1.7000189999999997
a,0.619833,1.79097,0.619833,1.79097,"{'att': 190, 'def': 24}","{'att': 254, 'def': 27}",5,8,1,2,0.4907,l,2025-09-27 13:30:00,0,0,1,0,-1.1711369999999999
h,1.75326,1.22584,1.75326,1.22584,"{'att': 252, 'def': 20}","{'att': 182, 'def': 15}",3,9,3,1,1.7671,w,2025-10-04 13:30:00,1,0,0,3,0.52742
a,1.11917,0.523854,0.361389,0.523854,"{'att': 243, 'def': 26}","{'att': 162, 'def': 21}",2,2,1,1,2.0157,d,2025-10-18 13:30:00,0,1,0,1,-0.16246500000000003
h,0.639182,2.69438,0.639182,2.69438,"{'att': 395, 'def': 25}","{'att': 293, 'def': 16}",3,9,0,6,0.2425,l,2025-10-25 13:30:00,0,0,1,0,-2.0551980000000003
h,0.969501,0.588196,0.969501,0.588196,"{'att': 251, 'def': 29}","{'att': 222, 'def': 23}",3,6,0,1,1.7331,l,2025-10-31 19:30:00,0,0,1,0,0.3813049999999999
a,1.90345,2.44526,1.90345,1.68748,"{'att': 321, 'def': 24}","{'att': 168, 'def': 25}",1,12,2,3,0.9911,l,2025-11-09 16:30:00,0,0,1,0,0.21597
h,1.61897,1.555,1.61897,1.555,"{'att': 305, 'def': 23}","{'att': 230, 'def': 11}",7,4,1,0,1.4147,w,2025-11-22 14:30:00,1,0,0,3,0.06397000000000008
a,0.655496,1.79612,0.655496,1.79612,"{'att': 322, 'def': 19}","{'att': 200, 'def': 29}",5,11,0,3,0.5428,l,2025-11-29 14:30:00,0,0,1,0,-1.1406239999999999
h,2.14102,1.41889,2.14102,1.41889,"{'att': 383, 'def': 13}","{'att': 197, 'def': 19}",6,13,2,0,1.8827,w,2025-12-06 14:30:00,1,0,0,3,0.7221300000000002
a,0.655733,1.52024,0.655733,1.52024,"{'att': 292, 'def': 11}","{'att': 257, 'def': 28}",8,4,0,1,0.6605,l,2025-12-13 14:30:00,0,0,1,0,-0.864507
