h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.1479,1.17349,1.1479,1.17349,"{'att': 341, 'def': 12}","{'att': 308, 'def': 23}",7,6,2,0,1.3679999999999999,w,2023-08-21 18:45:00,1,0,0,3,-0.02559
h,3.25277,0.563184,1.73017,0.563184,"{'att': 205, 'def': 16}","{'att': 328, 'def': 21}",7,3,4,1,2.8964000000000003,w,2023-08-26 18:45:00,1,0,0,3,1.166986
a,1.62873,0.412392,0.867431,0.412392,"{'att': 217, 'def': 17}","{'att': 407, 'def': 25}",6,5,2,1,2.4362,w,2023-09-01 18:45:00,1,0,0,3,0.45503899999999997
a,0.989611,2.95417,0.989611,2.19287,"{'att': 197, 'def': 17}","{'att': 326, 'def': 18}",10,4,1,5,0.2605,l,2023-09-16 16:00:00,0,0,1,0,-1.203259
h,0.916672,0.845815,0.916672,0.845815,"{'att': 200, 'def': 19}","{'att': 276, 'def': 24}",3,4,1,0,1.3771,w,2023-09-23 13:00:00,1,0,0,3,0.07085700000000006
a,2.10838,0.67613,2.10838,0.67613,"{'att': 177, 'def': 9}","{'att': 404, 'def': 21}",7,10,3,1,2.5244,w,2023-09-27 16:30:00,1,0,0,3,1.4322499999999998
h,2.69178,0.502537,2.69178,0.502537,"{'att': 289, 'def': 34}","{'att': 287, 'def': 19}",5,0,2,0,2.8070999999999997,w,2023-09-30 16:00:00,1,0,0,3,2.1892430000000003
a,0.898603,0.353901,0.898603,0.353901,"{'att': 215, 'def': 18}","{'att': 338, 'def': 11}",10,6,1,0,1.853,w,2023-10-07 18:45:00,1,0,0,3,0.544702
h,0.238518,1.80571,0.238518,1.80571,"{'att': 229, 'def': 19}","{'att': 251, 'def': 19}",4,5,0,1,0.2064,l,2023-10-22 18:45:00,0,0,1,0,-1.567192
a,2.37489,1.50253,2.37489,1.50253,"{'att': 246, 'def': 19}","{'att': 286, 'def': 22}",10,10,2,2,1.9762,d,2023-10-29 19:45:00,0,1,0,1,0.8723600000000002
h,1.28493,2.1049,1.28493,1.3436,"{'att': 107, 'def': 23}","{'att': 336, 'def': 16}",4,4,0,1,0.7528999999999999,l,2023-11-04 19:45:00,0,0,1,0,-0.05867
a,2.22404,1.99035,2.22404,1.99035,"{'att': 195, 'def': 25}","{'att': 276, 'def': 27}",9,9,2,2,1.5543,d,2023-11-11 14:00:00,0,1,0,1,0.23368999999999995
h,1.78395,1.69486,1.02265,1.69486,"{'att': 243, 'def': 24}","{'att': 230, 'def': 19}",7,11,1,0,1.4556999999999998,w,2023-11-25 19:45:00,1,0,0,3,-0.67221
h,1.01016,0.728766,1.01016,0.728766,"{'att': 252, 'def': 22}","{'att': 264, 'def': 26}",3,4,3,1,1.617,w,2023-12-02 19:45:00,1,0,0,3,0.2813939999999999
a,1.00625,3.10106,1.00625,3.10106,"{'att': 235, 'def': 27}","{'att': 375, 'def': 21}",4,9,2,3,0.2237,l,2023-12-09 17:00:00,0,0,1,0,-2.09481
h,2.26584,1.42821,2.26584,1.42821,"{'att': 292, 'def': 10}","{'att': 262, 'def': 21}",9,10,3,0,1.9679,w,2023-12-17 11:30:00,1,0,0,3,0.8376299999999999
a,2.9432,1.14336,2.9432,1.14336,"{'att': 130, 'def': 21}","{'att': 325, 'def': 13}",6,4,2,2,2.5281000000000002,d,2023-12-22 19:45:00,0,1,0,1,1.79984
h,1.49842,0.40374,1.49842,0.40374,"{'att': 182, 'def': 16}","{'att': 324, 'def': 12}",3,3,1,0,2.2772,w,2023-12-30 17:00:00,1,0,0,3,1.09468
a,1.51431,0.945682,0.753008,0.945682,"{'att': 199, 'def': 17}","{'att': 386, 'def': 29}",10,4,3,0,1.8701,w,2024-01-07 11:30:00,1,0,0,3,-0.192674
h,1.57355,1.23713,1.57355,0.475828,"{'att': 284, 'def': 18}","{'att': 242, 'def': 18}",8,6,3,1,1.6158000000000001,w,2024-01-14 19:45:00,1,0,0,3,1.097722
a,2.43121,0.813024,2.43121,0.813024,"{'att': 87, 'def': 24}","{'att': 348, 'def': 26}",6,4,3,2,2.523,w,2024-01-20 19:45:00,1,0,0,3,1.6181860000000001
h,3.60116,2.07278,2.07856,1.31148,"{'att': 294, 'def': 20}","{'att': 275, 'def': 17}",4,5,2,2,2.3476,d,2024-01-27 19:45:00,0,1,0,1,0.76708
a,2.01173,1.0672,2.01173,0.305904,"{'att': 216, 'def': 16}","{'att': 305, 'def': 16}",8,1,3,2,2.1378,w,2024-02-03 17:00:00,1,0,0,3,1.705826
h,1.37304,0.502118,1.37304,0.502118,"{'att': 344, 'def': 17}","{'att': 206, 'def': 24}",6,6,1,0,2.174,w,2024-02-11 19:45:00,1,0,0,3,0.8709220000000001
a,1.33102,1.6186,1.33102,0.857297,"{'att': 325, 'def': 21}","{'att': 254, 'def': 12}",8,1,2,4,1.1185999999999998,l,2024-02-18 19:45:00,0,0,1,0,0.4737230000000001
h,1.38915,1.06552,1.38915,0.304224,"{'att': 154, 'def': 19}","{'att': 371, 'def': 26}",7,3,1,1,1.5839999999999999,d,2024-02-25 19:45:00,0,1,0,1,1.084926
