season_name,total_points,rank
2017/18,1565,4439772
2018/19,1862,3498292
2019/20,1921,2825325
2020/21,1971,2904020
2021/22,2322,565571
2022/23,2403,632608
2023/24,2407,332292
2024/25,2265,1941443
