element_in,element_in_cost,element_out,element_out_cost,entry,event,time
21,72,157,61,1665650,37,2026-05-15T17:20:31.494679Z
16,99,235,103,1665650,36,2026-05-09T09:48:23.717710Z
5,72,72,51,1665650,35,2026-05-01T17:21:04.559742Z
38,44,77,42,1665650,34,2026-04-20T11:38:18.571951Z
447,37,151,45,1665650,34,2026-04-20T11:38:18.571580Z
679,42,341,39,1665650,34,2026-04-20T11:38:18.571190Z
311,50,691,56,1665650,34,2026-04-20T11:38:18.570754Z
624,77,249,74,1665650,34,2026-04-20T11:38:18.570342Z
64,86,430,142,1665650,34,2026-04-20T11:38:18.569976Z
384,73,82,78,1665650,34,2026-04-20T11:38:18.569603Z
299,62,157,61,1665650,34,2026-04-20T11:38:18.569212Z
381,140,235,105,1665650,34,2026-04-20T11:38:18.568828Z
717,65,84,54,1665650,34,2026-04-20T11:38:18.568419Z
568,51,72,51,1665650,34,2026-04-20T11:38:18.568013Z
373,62,343,43,1665650,34,2026-04-20T11:38:18.567602Z
5,71,411,50,1665650,34,2026-04-20T11:38:18.567225Z
1,60,139,45,1665650,34,2026-04-20T11:38:18.566775Z
343,43,5,68,1665650,33,2026-04-18T09:55:49.658997Z
691,56,178,62,1665650,32,2026-04-10T17:23:25.235802Z
157,61,350,54,1665650,32,2026-04-10T17:23:25.235548Z
178,62,691,56,1665650,32,2026-04-10T17:13:34.909215Z
350,54,157,61,1665650,32,2026-04-10T17:13:34.908982Z
157,61,783,55,1665650,32,2026-04-10T16:47:48.893030Z
72,51,191,39,1665650,32,2026-04-10T16:38:16.136787Z
411,50,36,47,1665650,32,2026-04-10T16:38:16.136597Z
783,55,242,50,1665650,32,2026-04-10T16:38:16.136401Z
341,39,470,40,1665650,32,2026-04-10T16:38:16.136171Z
691,56,136,71,1665650,32,2026-04-10T16:38:16.135942Z
84,54,485,73,1665650,32,2026-04-10T16:38:16.135746Z
235,106,387,68,1665650,32,2026-04-10T16:38:16.135546Z
151,45,473,53,1665650,32,2026-04-10T16:38:16.135329Z
77,42,373,61,1665650,32,2026-04-10T16:38:16.135053Z
139,45,101,47,1665650,32,2026-04-10T16:38:16.134786Z
485,73,21,72,1665650,31,2026-03-20T18:15:26.274436Z
36,47,694,43,1665650,31,2026-03-20T18:15:26.274188Z
473,53,256,58,1665650,31,2026-03-20T18:15:26.267390Z
373,60,8,64,1665650,28,2026-02-27T17:37:21.827439Z
101,47,220,48,1665650,28,2026-02-27T17:37:21.819270Z
242,49,668,51,1665650,26,2026-02-10T16:46:26.176592Z
256,58,441,43,1665650,25,2026-02-06T17:29:29.566220Z
441,43,575,45,1665650,24,2026-01-25T18:49:34.261329Z
249,71,714,72,1665650,23,2026-01-18T18:24:45.800011Z
449,92,414,85,1665650,23,2026-01-18T18:24:45.795072Z
21,71,16,101,1665650,21,2026-01-03T20:35:16.366244Z
5,65,260,53,1665650,21,2026-01-03T20:35:16.360738Z
387,66,21,70,1665650,19,2025-12-30T17:51:15.057487Z
668,52,242,50,1665650,18,2025-12-24T19:30:21.909842Z
260,53,256,57,1665650,17,2025-12-19T16:42:52.782734Z
694,42,541,39,1665650,17,2025-12-19T16:42:52.773324Z
191,39,641,39,1665650,16,2025-12-08T18:23:37.058711Z
414,85,267,65,1665650,16,2025-12-08T18:23:37.058189Z
136,69,283,79,1665650,16,2025-12-08T18:23:37.057732Z
242,51,237,65,1665650,16,2025-12-08T18:23:37.057190Z
8,65,373,60,1665650,16,2025-12-08T18:23:37.051304Z
541,40,233,39,1665650,15,2025-12-06T10:09:45.998616Z
220,48,469,51,1665650,14,2025-12-01T15:38:19.754491Z
348,41,641,39,1665650,13,2025-11-29T13:24:26.550765Z
100,46,252,42,1665650,13,2025-11-29T13:24:26.550519Z
257,50,113,45,1665650,13,2025-11-29T13:24:26.550260Z
414,80,384,75,1665650,13,2025-11-29T13:24:26.549926Z
106,49,411,51,1665650,13,2025-11-29T13:24:26.549598Z
36,46,233,39,1665650,13,2025-11-29T12:26:52.037561Z
120,70,267,66,1665650,13,2025-11-29T12:26:52.037256Z
252,42,283,79,1665650,13,2025-11-29T12:26:52.037007Z
136,66,714,73,1665650,13,2025-11-29T12:26:52.036750Z
381,142,21,69,1665650,13,2025-11-29T12:26:52.036480Z
384,75,16,100,1665650,13,2025-11-29T12:26:52.036181Z
418,66,82,77,1665650,13,2025-11-29T12:26:52.035931Z
47,69,237,66,1665650,13,2025-11-29T12:26:52.035671Z
411,51,256,57,1665650,13,2025-11-29T12:26:52.035314Z
113,45,373,60,1665650,13,2025-11-29T12:26:52.035049Z
32,50,469,51,1665650,13,2025-11-29T12:26:52.034712Z
