name,time,event
wildcard,2025-09-01T22:42:25.351894Z,4
3xc,2025-09-27T01:42:05.657391Z,6
bboost,2025-10-03T15:32:02.919929Z,7
freehit,2025-12-30T00:48:57.024527Z,19
bboost,2026-02-20T20:52:34.200910Z,27
wildcard,2026-04-10T15:25:28.104158Z,32
3xc,2026-04-18T05:15:57.543087Z,33
freehit,2026-04-24T01:18:47.231182Z,34
