event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,57,57,3654199,3673565,3654196,40,5,1000,0,0,5
2,62,119,2076094,2081545,1832224,20,5,1001,0,0,7
3,58,177,2225718,2229930,1075122,20,52,1003,2,0,7
4,69,246,4017557,4023919,1114010,35,8,1005,1,0,10
5,77,323,10462,10598,124591,1,8,1007,0,0,0
6,70,393,1079358,1088897,84897,10,6,1010,0,0,13
7,79,472,1294001,1300422,54116,15,6,1015,0,0,9
8,65,537,3382929,3391297,78881,30,6,1024,0,0,15
9,41,578,8025429,8025965,149474,70,8,1019,4,0,21
10,84,662,947131,950381,92168,10,5,1024,1,0,8
11,52,714,1049739,1054527,46417,10,5,1028,0,0,7
12,52,766,1776333,1780610,29107,15,9,1028,1,0,7
13,76,842,27085,28340,3220,1,9,1027,0,0,4
14,67,909,4237626,4245224,5034,35,6,1025,1,0,6
15,58,967,3022795,3026628,4614,25,9,1022,2,0,13
16,80,1047,1218261,1219528,4335,10,8,1030,2,0,9
17,95,1142,685509,687361,1895,10,4,1037,2,0,9
18,67,1209,401411,402420,511,5,5,1037,2,0,18
19,37,1246,8150611,8155704,707,65,6,1039,2,0,2
20,61,1307,1045642,1048661,438,10,1,1040,1,0,6
21,52,1359,4956068,4967378,638,40,1,1039,0,0,11
22,63,1422,344606,344822,164,5,7,1035,2,0,0
23,35,1457,10278858,10284160,266,85,30,1036,1,0,18
24,74,1531,802536,805030,146,10,7,1038,1,0,3
25,62,1593,5465179,5470871,329,45,32,1043,1,0,8
26,56,1649,7568559,7572941,845,60,24,1044,1,0,8
27,48,1697,4731004,4744121,828,40,24,1044,0,0,12
28,88,1785,229068,230581,390,5,6,1041,2,0,2
29,57,1842,5527230,5535930,622,45,6,1043,0,0,6
30,64,1906,503149,505496,409,5,2,1043,1,0,24
31,68,1974,381422,385436,274,5,2,1046,0,0,0
32,79,2053,126046,126127,90,1,3,1044,3,0,8
33,96,2149,1298048,1304300,279,15,3,1043,0,0,34
34,53,2202,1907947,1914750,433,15,3,1045,0,0,0
35,56,2258,4156291,4173674,427,35,11,1047,0,0,6
36,74,2332,4599377,4606240,667,40,11,1052,0,0,19
37,27,2359,5296614,5299478,619,45,2,1051,2,0,20
