name,time,event
wildcard,2025-09-26T13:58:36.708965Z,6
bboost,2025-10-03T17:22:35.417719Z,7
freehit,2025-11-25T22:26:04.299843Z,13
3xc,2025-12-20T07:01:51.957376Z,17
3xc,2026-02-10T09:29:01.657890Z,26
wildcard,2026-04-10T16:58:56.123537Z,32
bboost,2026-04-17T13:54:06.834239Z,33
freehit,2026-04-18T13:18:43.861828Z,34
