event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,64,64,1939861,2029723,1939861,25,0,1000,0,0,13
2,39,103,8702319,8743652,4919019,85,0,1001,0,0,12
3,57,160,2430574,2456829,3175669,25,23,1001,1,0,18
4,61,221,6876836,6896252,3779633,60,23,1000,2,0,10
5,50,271,2714461,2775935,2985039,25,23,1001,0,0,2
6,57,328,3590222,3606817,2555441,35,25,999,2,0,5
7,72,400,2991253,3021738,2219529,25,9,1002,1,0,3
8,81,481,568935,577550,1339288,5,0,1009,1,0,7
9,53,534,3731919,3755463,1147876,35,1,1009,1,0,8
10,76,610,2598972,2640044,1025882,25,1,1008,0,0,5
11,53,663,1018031,1027171,667953,10,0,1009,2,0,13
12,54,717,1408997,1425799,422666,15,5,1010,1,0,19
13,70,787,107994,113125,121499,1,3,1009,0,0,21
14,88,875,266682,274254,46015,5,3,1013,0,0,9
15,83,958,137340,138549,8831,5,2,1020,2,0,0
16,80,1038,1213000,1215327,7918,10,5,1027,1,0,4
17,99,1137,402128,408394,2748,5,5,1031,2,0,16
18,58,1195,1358062,1387578,1352,15,5,1032,0,0,4
19,50,1245,2434301,2439317,743,20,2,1029,3,0,4
20,56,1301,1904371,1925259,672,20,4,1030,1,0,5
21,58,1359,2880359,2940293,630,25,4,1029,0,0,9
22,38,1397,7608353,7636562,890,60,8,1028,2,0,5
23,42,1439,6907487,7002396,882,55,8,1028,0,0,16
24,63,1502,3437621,3459809,1095,30,15,1024,2,0,13
25,71,1573,2261594,2278428,1174,20,28,1025,2,0,9
26,73,1646,1884165,1923922,983,15,28,1027,0,0,4
27,49,1695,4292797,4376029,912,35,28,1026,0,0,16
28,96,1791,38257,39068,266,1,3,1026,3,0,1
29,67,1858,2953178,2998801,247,25,3,1031,0,0,6
30,63,1921,547027,569878,173,5,3,1037,0,0,27
31,65,1986,757459,765547,148,10,15,1041,1,0,3
32,70,2056,512082,534660,79,5,10,1026,0,0,12
33,131,2187,87757,88568,27,1,36,1026,2,0,0
34,57,2244,1327992,1365781,29,15,36,1026,0,0,6
35,61,2305,2701774,2722548,26,25,2,1028,1,0,16
36,82,2387,2760811,2780850,24,25,7,1032,1,0,18
37,33,2420,3408838,3418440,20,30,1,1035,2,0,14
