event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,76,76,400600,402715,400600,5,5,1000,0,0,5
2,47,123,6465899,6470655,1303815,65,5,1003,0,0,14
3,66,189,666580,667634,353547,10,5,1006,0,0,9
4,76,265,1896301,1899966,259274,20,0,1003,0,0,9
5,62,327,382465,383773,84100,5,0,1008,0,0,13
6,86,413,108371,108583,14013,1,21,1008,3,0,7
7,76,489,1876985,1880279,12673,20,21,1011,0,0,13
8,70,559,2227894,2229355,14498,20,12,1017,2,0,14
9,52,611,3842677,3845939,14789,35,12,1018,0,0,6
10,87,698,568152,569155,7327,5,11,1022,1,0,6
11,43,741,3623978,3628992,6218,30,11,1025,0,0,3
12,54,795,1443660,1444888,3357,15,10,1025,2,0,5
13,66,861,193785,193910,652,5,8,1025,2,0,8
14,68,929,3908173,3911808,1091,35,4,1025,1,0,5
15,69,998,909301,910286,453,10,16,1027,1,0,0
16,81,1079,1112529,1113855,402,10,4,1035,4,0,4
17,80,1159,3009682,3012040,539,25,4,1041,0,0,4
18,46,1205,5503147,5505951,683,45,2,1043,2,0,14
19,40,1245,6636524,6638811,748,55,23,1038,2,0,5
20,55,1300,2123041,2125230,741,20,9,1039,1,0,6
21,50,1350,5699106,5704021,1200,45,9,1039,0,0,8
22,42,1392,5471132,5473323,1303,45,1,1038,2,0,8
23,54,1446,2442272,2443650,558,20,18,1033,1,0,11
24,76,1522,515792,517241,286,5,4,1031,0,0,4
25,68,1590,3162333,3165709,394,25,29,1037,1,0,13
26,74,1664,1674535,1676842,312,15,29,1040,0,0,0
27,43,1707,7612070,7615485,425,60,4,1038,1,0,13
28,75,1782,1481953,1483799,461,15,11,1042,2,0,1
29,73,1855,1879825,1881156,286,15,4,1041,1,0,9
30,58,1913,1219872,1223885,272,10,4,1045,0,0,12
31,70,1983,288557,289370,174,5,25,1047,2,0,0
32,73,2056,351173,351706,81,5,17,1047,1,0,6
33,96,2152,1298048,1301543,225,15,17,1046,0,0,36
34,51,2203,2364171,2364972,409,20,10,1048,1,0,13
35,77,2280,250584,250924,123,5,28,1050,1,0,6
36,67,2347,6594646,6595552,291,55,26,1047,1,0,20
37,25,2372,5980182,5983094,317,50,9,1048,1,0,31
