name,time,event
freehit,2025-11-29T10:20:01.669386Z,13
bboost,2025-12-12T14:59:43.866995Z,16
3xc,2025-12-19T15:40:54.147592Z,17
wildcard,2025-12-29T22:08:12.741582Z,19
wildcard,2026-04-07T19:24:48.059549Z,32
bboost,2026-04-17T12:39:34.713824Z,33
freehit,2026-04-22T19:39:23.792616Z,34
3xc,2026-05-05T10:45:29.900924Z,36
