event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,49,49,6072149,6169520,6072139,65,15,1000,0,0,11
2,47,96,6465899,6509438,6319989,65,15,1001,0,0,15
3,68,164,537754,542904,2590197,5,3,1003,2,0,3
4,72,236,2931949,2969497,1947545,30,3,1004,0,0,13
5,71,307,49531,51286,435879,1,3,1007,0,0,0
6,52,359,4674411,4685564,767958,40,53,1008,2,0,0
7,87,446,408737,413583,325895,5,3,1009,2,0,6
8,72,518,1646545,1670937,261300,15,3,1014,0,0,11
9,60,578,1949376,1958982,151639,20,12,1012,2,0,3
10,78,652,2241885,2258393,167054,20,3,1011,2,4,6
11,45,697,3070018,3100522,135530,25,1,1014,1,0,11
12,46,743,3314087,3339310,121692,30,6,1013,1,0,12
13,49,792,1520211,1533103,95304,15,3,1013,1,0,6
14,76,868,1741346,1759334,70385,15,0,1012,1,0,8
15,75,939,434964,437692,30529,5,7,1014,2,4,7
16,99,1038,79492,80682,8312,1,0,1022,4,0,7
17,83,1121,2457094,2471094,8333,20,7,1029,2,0,3
18,46,1167,5161965,5216809,9357,45,5,1022,0,0,10
19,45,1212,3898573,3957030,7323,35,5,1026,0,0,14
20,48,1260,4091795,4112189,9866,35,1,1028,1,0,5
21,40,1300,9412735,9420451,24288,75,3,1026,1,0,11
22,38,1334,7608353,7631002,35516,60,13,1024,2,4,13
23,62,1392,895270,897939,15764,10,5,1019,2,4,4
24,81,1473,195943,201862,6571,5,5,1021,0,0,2
25,72,1545,1981641,1994409,6292,20,4,1023,2,0,5
26,95,1640,66689,67816,1469,1,11,1026,1,0,3
27,59,1699,1345812,1371366,741,15,11,1029,0,0,4
28,73,1772,1812735,1825172,858,15,4,1030,2,0,2
29,52,1820,7220978,7229740,2187,60,1,1029,2,4,19
30,60,1880,908062,932171,1911,10,1,1033,0,0,2
31,73,1953,138410,140020,933,5,7,1032,1,0,0
32,72,2025,425044,427765,478,5,4,1032,2,0,13
33,103,2128,850640,864171,960,10,4,1031,0,0,15
34,66,2194,487999,489364,698,5,7,1032,1,0,0
35,64,2258,1709116,1749287,445,15,13,1031,0,0,7
36,87,2345,1724336,1738072,340,15,4,1036,1,0,0
37,29,2374,4338947,4392008,294,35,4,1040,0,0,2
