season_name,total_points,rank
2015/16,1738,2067702
2016/17,2050,393750
2017/18,1975,1379984
2018/19,1764,4335621
2019/20,1862,3543563
2020/21,2354,182263
2021/22,2214,1110488
2022/23,2421,520908
2023/24,2236,1728532
2024/25,2314,1348863
