season_name,total_points,rank
2013/14,1707,2001256
2014/15,1577,2216282
2015/16,1969,817039
2016/17,1820,1692172
2017/18,1945,1631803
2018/19,1988,2025541
2019/20,2135,650877
2020/21,2369,145749
2021/22,2553,47476
2022/23,2475,259190
2023/24,2281,1218826
2024/25,2131,3843026
