id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
1,Arsenal,team-1,2025-07-20T23:14:28.319976Z,False,,,s,c,,1,False,False,False,True,2849439.0,True,1289497,1,"[{'phase': 1, 'rank': 80, 'last_rank': 72, 'rank_sort': 80, 'total': 2361, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 524126, 'last_rank': 488292, 'rank_sort': 524629, 'total': 153, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 45}]",[],80,72
261,England,region-241,2025-07-20T23:14:32.999318Z,False,,,s,c,,1,False,False,False,True,2837110.0,True,3435923,1,"[{'phase': 1, 'rank': 205, 'last_rank': 180, 'rank_sort': 206, 'total': 2361, 'league_id': 261, 'rank_count': 3435923, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1426181, 'last_rank': 1206867, 'rank_sort': 1428213, 'total': 153, 'league_id': 261, 'rank_count': 3435924, 'entry_percentile_rank': 45}]",[],205,180
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 568, 'last_rank': 492, 'rank_sort': 569, 'total': 2361, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 4063957, 'last_rank': 3493822, 'rank_sort': 4069094, 'total': 153, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 45}]",[],568,492
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 568, 'last_rank': 493, 'rank_sort': 569, 'total': 2361, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 4861039, 'last_rank': 4227411, 'rank_sort': 4866176, 'total': 153, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 40}]",[],568,493
321,Sky Sports League,brd-skysports,2025-07-20T23:14:34.060791Z,False,,,s,c,,1,False,False,False,True,2837111.0,True,3896318,1,"[{'phase': 1, 'rank': 228, 'last_rank': 202, 'rank_sort': 229, 'total': 2361, 'league_id': 321, 'rank_count': 3896318, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1610557, 'last_rank': 1361963, 'rank_sort': 1612842, 'total': 153, 'league_id': 321, 'rank_count': 3896319, 'entry_percentile_rank': 45}]",[],228,202
332,TNT Sports League,man-brd-tntsports,2025-07-20T23:14:34.259083Z,False,,,s,c,,1,False,False,False,True,2858408.0,False,694190,1,"[{'phase': 1, 'rank': 111, 'last_rank': 101, 'rank_sort': 111, 'total': 2361, 'league_id': 332, 'rank_count': 694190, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 373801, 'last_rank': 312362, 'rank_sort': 374552, 'total': 153, 'league_id': 332, 'rank_count': 694200, 'entry_percentile_rank': 55}]",[],111,101
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,5,"[{'phase': 1, 'rank': 196179, 'last_rank': 154729, 'rank_sort': 196711, 'total': 1050, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 4861039, 'last_rank': 4227411, 'rank_sort': 4866176, 'total': 153, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 40}]",[],196179,154729
16909,Eton Leavers 2022,,2025-07-21T12:10:53.345349Z,False,,,x,c,32515.0,1,False,False,False,True,2957244.0,True,44,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2361, 'league_id': 16909, 'rank_count': 44, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 22, 'last_rank': 25, 'rank_sort': 22, 'total': 153, 'league_id': 16909, 'rank_count': 44, 'entry_percentile_rank': 50}]",[],1,1
590612,Barringwood League,,2025-07-30T14:21:34.360228Z,False,,,x,c,2400276.0,1,False,False,False,True,3610553.0,True,7,15,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2361, 'league_id': 590612, 'rank_count': 7, 'entry_percentile_rank': 15}, {'phase': 11, 'rank': 3, 'last_rank': 5, 'rank_sort': 3, 'total': 153, 'league_id': 590612, 'rank_count': 7, 'entry_percentile_rank': 45}]",[],1,1
1083942,Le Touquet 2025,,2025-08-09T16:59:47.158891Z,False,,,x,c,3304579.0,1,False,False,False,True,3350599.0,True,12,10,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2361, 'league_id': 1083942, 'rank_count': 12, 'entry_percentile_rank': 10}, {'phase': 11, 'rank': 4, 'last_rank': 5, 'rank_sort': 4, 'total': 153, 'league_id': 1083942, 'rank_count': 12, 'entry_percentile_rank': 35}]",[],1,1
1245472,HJRM,,2025-08-11T14:42:10.013422Z,False,,,x,c,4663117.0,1,False,False,False,True,4287184.0,True,4,25,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2361, 'league_id': 1245472, 'rank_count': 4, 'entry_percentile_rank': 25}, {'phase': 11, 'rank': 4, 'last_rank': 4, 'rank_sort': 4, 'total': 153, 'league_id': 1245472, 'rank_count': 4, 'entry_percentile_rank': 100}]",[],1,1
1399046,Hangover IV,,2025-08-12T20:26:36.779978Z,False,,,x,c,3304579.0,1,False,False,False,True,4158201.0,True,4,25,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2361, 'league_id': 1399046, 'rank_count': 4, 'entry_percentile_rank': 25}, {'phase': 11, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 153, 'league_id': 1399046, 'rank_count': 4, 'entry_percentile_rank': 50}]",[],1,1
1737227,Run it back,,2025-08-14T19:57:15.732643Z,False,,,x,c,7643133.0,1,True,False,False,True,,,2,50,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2361, 'league_id': 1737227, 'rank_count': 2, 'entry_percentile_rank': 50}, {'phase': 11, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 153, 'league_id': 1737227, 'rank_count': 2, 'entry_percentile_rank': 50}]",[],1,1
