event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,71,71,838026,859496,838026,10,0,1000,0,0,14
2,52,123,4819979,4845415,1303815,45,0,1001,0,0,15
3,71,194,307767,309724,215029,5,25,1006,1,0,5
4,76,270,2009724,2020485,169194,20,15,1010,1,0,10
5,42,312,6018674,6051748,301969,55,15,1012,0,0,13
6,77,389,478173,480570,120152,5,5,1011,3,0,2
7,94,483,95351,96603,22584,1,2,1014,1,0,0
8,73,556,1548222,1557436,19580,15,17,1021,1,0,33
9,52,608,4031352,4042009,19568,35,4,1021,1,0,8
10,68,676,5492146,5507772,38567,45,2,1028,1,0,7
11,41,717,4812566,4833418,39276,40,0,1029,1,0,7
12,63,780,399663,402883,11145,5,6,1024,0,0,5
13,73,853,56556,61470,1338,1,6,1028,0,0,4
14,69,922,3588863,3605488,1902,30,5,1030,1,0,7
15,46,968,7370264,7387437,4319,60,1,1034,1,0,6
16,89,1057,414245,419596,2177,5,12,1033,5,0,4
17,100,1157,337183,340107,642,5,34,1040,1,0,3
18,39,1192,8722039,8734436,1733,70,7,1043,2,4,11
19,49,1241,2683892,2692972,1026,25,5,1040,1,0,3
20,70,1311,270641,273304,333,5,1,1039,1,0,7
21,70,1381,477027,483445,131,5,1,1042,0,0,15
22,38,1419,7180501,7215337,196,60,1,1046,0,0,10
23,35,1454,10017678,10046659,315,80,1,1050,0,0,27
24,69,1523,1768642,1770151,275,15,7,1049,4,0,7
25,77,1600,830358,843198,200,10,7,1053,0,0,7
26,68,1668,3387297,3395253,250,30,11,1053,2,0,6
27,47,1715,5195045,5232817,272,45,11,1057,0,0,10
28,61,1776,4491000,4497005,673,35,0,1054,2,0,0
29,65,1841,3415204,3435064,653,30,0,1053,0,0,21
30,46,1887,4887286,4919512,1269,40,0,1056,0,0,14
31,64,1951,932946,936433,1020,10,8,1056,3,0,6
32,58,2009,2553534,2602170,1107,20,19,1042,0,0,12
33,134,2143,42342,50543,397,1,44,1039,1,0,0
34,65,2208,506629,519295,301,5,44,1039,0,0,9
35,56,2264,4156291,4197386,305,35,44,1041,0,0,16
36,74,2338,4807203,4814301,493,40,35,1045,2,0,16
37,23,2361,6759588,6774824,568,55,13,1046,1,0,11
