season_name,total_points,rank
2016/17,1308,3949822
2017/18,1530,4616364
2018/19,2033,1501192
2019/20,2233,180425
2020/21,2206,871124
2021/22,2289,708576
2022/23,2414,565076
2023/24,2358,586143
2024/25,2277,1790297
