element,position,multiplier,player_name
1,1,1,David Raya Martín
373,2,1,Virgil van Dijk
5,3,1,Gabriel dos Santos Magalhães
568,4,1,Pedro Porro Sauceda
387,5,1,Dominik Szoboszlai
449,6,2,Bruno Borges Fernandes
717,7,1,Xavi Simons
381,8,1,Mohamed Salah
21,9,1,Declan Rice
624,10,1,Jarrod Bowen
596,11,1,Dominic Solanke-Mitchell
629,12,0,Daniel Bentley
560,13,0,Wilson Isidor
694,14,0,Nordi Mukiele
447,15,0,Ayden Heaven
