h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.31655,1.64676,1.31655,1.64676,"{'att': 197, 'def': 15}","{'att': 183, 'def': 17}",12,7,0,1,1.0928,l,2025-08-24 13:30:00,0,0,1,0,-0.3302099999999999
a,1.81482,0.616661,1.05704,0.616661,"{'att': 170, 'def': 37}","{'att': 210, 'def': 14}",13,1,1,1,2.3599,d,2025-08-31 13:30:00,0,1,0,1,0.44037899999999996
h,0.770276,1.5009,0.770276,1.5009,"{'att': 186, 'def': 33}","{'att': 215, 'def': 18}",15,6,0,1,0.7684,l,2025-09-13 13:30:00,0,0,1,0,-0.7306239999999999
a,2.57047,0.870451,2.57047,0.870451,"{'att': 224, 'def': 15}","{'att': 124, 'def': 30}",9,6,4,1,2.4926999999999997,w,2025-09-20 13:30:00,1,0,0,3,1.7000189999999997
h,0.525149,1.75519,0.525149,1.75519,"{'att': 203, 'def': 25}","{'att': 167, 'def': 19}",1,8,0,2,0.3764,l,2025-09-27 13:30:00,0,0,1,0,-1.230041
a,0.591161,1.65883,0.591161,1.65883,"{'att': 157, 'def': 25}","{'att': 303, 'def': 21}",7,3,0,4,0.5642,l,2025-10-05 15:30:00,0,0,1,0,-1.067669
h,1.62978,4.43462,0.872003,3.67685,"{'att': 337, 'def': 31}","{'att': 184, 'def': 17}",10,15,3,4,0.1667,l,2025-10-18 13:30:00,0,0,1,0,-2.804847
a,1.40956,1.66805,0.651781,1.66805,"{'att': 238, 'def': 18}","{'att': 168, 'def': 16}",4,5,1,2,1.1705,l,2025-10-26 15:30:00,0,0,1,0,-1.0162689999999999
h,1.90161,0.880505,1.90161,0.880505,"{'att': 253, 'def': 32}","{'att': 175, 'def': 16}",7,9,1,1,2.1866,d,2025-11-01 14:30:00,0,1,0,1,1.021105
a,0.121469,1.77854,0.121469,1.77854,"{'att': 268, 'def': 28}","{'att': 152, 'def': 14}",3,5,0,1,0.1895,l,2025-11-09 18:30:00,0,0,1,0,-1.657071
h,2.88712,1.54404,2.88712,1.54404,"{'att': 215, 'def': 20}","{'att': 175, 'def': 19}",10,18,1,1,2.2832,d,2025-11-21 19:30:00,0,1,0,1,1.3430799999999998
a,0.0500621,4.15677,0.0500621,4.15677,"{'att': 446, 'def': 19}","{'att': 125, 'def': 26}",3,16,0,4,0.0014,l,2025-11-30 18:30:00,0,0,1,0,-4.1067079
h,1.09331,1.90297,1.09331,1.90297,"{'att': 221, 'def': 26}","{'att': 310, 'def': 16}",10,5,0,1,0.7655000000000001,l,2025-12-05 19:30:00,0,0,1,0,-0.80966
a,0.803171,4.67956,0.803171,3.92179,"{'att': 489, 'def': 11}","{'att': 77, 'def': 12}",2,12,2,2,0.0269,d,2025-12-14 16:30:00,0,1,0,1,-3.1186190000000003
h,1.87368,0.227249,1.87368,0.227249,"{'att': 200, 'def': 13}","{'att': 228, 'def': 13}",4,3,0,0,2.6563999999999997,d,2025-12-21 14:30:00,0,1,0,1,1.646431
a,1.56492,3.6505,1.56492,3.6505,"{'att': 251, 'def': 16}","{'att': 186, 'def': 19}",6,8,2,2,0.2811,d,2026-01-10 14:30:00,0,1,0,1,-2.08558
h,1.95686,1.23557,1.95686,1.23557,"{'att': 279, 'def': 21}","{'att': 176, 'def': 20}",11,5,2,1,1.9043,w,2026-01-13 19:30:00,1,0,0,3,0.72129
a,1.91073,2.41277,1.91073,2.41277,"{'att': 252, 'def': 14}","{'att': 125, 'def': 20}",5,9,1,2,1.0433,l,2026-01-17 14:30:00,0,0,1,0,-0.50204
h,4.34199,1.09338,2.82644,1.09338,"{'att': 156, 'def': 18}","{'att': 224, 'def': 16}",4,0,3,1,2.9189000000000003,w,2026-01-24 14:30:00,1,0,0,3,1.7330599999999998
a,2.57678,2.09422,1.81901,2.09422,"{'att': 403, 'def': 32}","{'att': 146, 'def': 12}",5,17,2,1,1.7473,w,2026-01-31 14:30:00,1,0,0,3,-0.27520999999999995
h,3.00656,1.35939,1.49101,1.35939,"{'att': 324, 'def': 22}","{'att': 171, 'def': 19}",9,4,2,0,2.4712,w,2026-02-07 14:30:00,1,0,0,3,0.13161999999999985
a,1.67199,1.81026,1.67199,1.81026,"{'att': 325, 'def': 14}","{'att': 270, 'def': 18}",2,5,0,4,1.3072,l,2026-02-13 19:30:00,0,0,1,0,-0.1382699999999999
h,1.75215,0.823398,1.75215,0.823398,"{'att': 235, 'def': 20}","{'att': 156, 'def': 18}",5,3,1,1,2.1144,d,2026-02-20 19:30:00,0,1,0,1,0.9287520000000001
a,0.9714,1.94817,0.9714,1.94817,"{'att': 439, 'def': 27}","{'att': 205, 'def': 17}",13,9,1,1,0.5864,d,2026-02-28 14:30:00,0,1,0,1,-0.9767699999999999
h,3.52523,0.920068,3.52523,0.920068,"{'att': 323, 'def': 13}","{'att': 152, 'def': 15}",10,10,2,2,2.7774,d,2026-03-07 14:30:00,0,1,0,1,2.605162
a,2.05621,0.890006,2.05621,0.890006,"{'att': 387, 'def': 16}","{'att': 155, 'def': 16}",4,6,2,0,2.2494,w,2026-03-15 14:30:00,1,0,0,3,1.166204
h,1.38387,1.71748,1.38387,1.71748,"{'att': 421, 'def': 18}","{'att': 124, 'def': 9}",5,10,2,1,1.1195,w,2026-03-22 14:30:00,1,0,0,3,-0.33360999999999996
a,2.22893,1.51732,2.22893,1.51732,"{'att': 263, 'def': 11}","{'att': 153, 'def': 26}",3,11,2,1,1.9551999999999998,w,2026-04-04 13:30:00,1,0,0,3,0.7116100000000001
h,0.458085,0.538882,0.458085,0.538882,"{'att': 216, 'def': 21}","{'att': 165, 'def': 16}",5,4,0,1,1.1888,l,2026-04-12 17:30:00,0,0,1,0,-0.08079699999999995
a,2.46195,1.11134,1.70418,1.11134,"{'att': 239, 'def': 19}","{'att': 264, 'def': 17}",11,5,1,1,2.3199,d,2026-04-19 17:30:00,0,1,0,1,0.59284
h,3.22403,2.36194,3.22403,2.36194,"{'att': 329, 'def': 16}","{'att': 129, 'def': 21}",8,15,3,4,1.9802000000000002,l,2026-04-25 13:30:00,0,0,1,0,0.8620899999999998
a,2.80672,1.08664,2.80672,1.08664,"{'att': 289, 'def': 14}","{'att': 278, 'def': 17}",11,4,2,1,2.4701,w,2026-05-03 13:30:00,1,0,0,3,1.7200799999999998
h,2.09983,2.94155,2.09983,2.94155,"{'att': 272, 'def': 20}","{'att': 239, 'def': 15}",13,4,1,3,0.8922,l,2026-05-10 17:30:00,0,0,1,0,-0.84172
