season_name,total_points,rank
2016/17,2006,578625
2017/18,2056,760133
2018/19,1890,3205853
2019/20,2034,1532612
2020/21,2171,1121373
2021/22,2512,90721
2022/23,2152,3316162
2023/24,2002,4771431
2024/25,2199,2870932
