name,time,event
wildcard,2025-09-11T21:41:01.248061Z,4
3xc,2025-09-26T16:21:36.584674Z,6
bboost,2025-12-05T23:45:58.944135Z,15
freehit,2025-12-13T09:51:41.257217Z,16
wildcard,2026-01-17T10:20:28.158219Z,22
bboost,2026-04-17T21:15:59.091397Z,33
freehit,2026-04-24T14:34:09.709038Z,34
3xc,2026-05-09T07:39:23.529989Z,36
