element_in,element_in_cost,element_out,element_out_cost,entry,event,time
253,51,341,39,101207,36,2026-05-09T09:43:17.859097Z
16,99,235,103,101207,36,2026-05-09T09:30:46.459705Z
47,75,485,74,101207,35,2026-05-01T16:55:09.199066Z
666,88,749,43,101207,34,2026-04-22T22:02:00.363782Z
686,43,515,75,101207,34,2026-04-22T22:02:00.363627Z
450,80,382,83,101207,34,2026-04-22T22:02:00.363452Z
568,51,6,61,101207,34,2026-04-22T22:02:00.363202Z
515,75,457,57,101207,34,2026-04-20T18:31:05.795668Z
603,41,636,44,101207,34,2026-04-20T18:31:05.795346Z
447,37,606,44,101207,34,2026-04-20T18:31:05.794984Z
749,43,691,56,101207,34,2026-04-19T20:50:53.836219Z
624,77,430,144,101207,34,2026-04-19T20:50:53.836001Z
64,86,249,74,101207,34,2026-04-19T20:50:53.835758Z
382,83,783,55,101207,34,2026-04-19T20:50:53.835550Z
47,74,485,74,101207,34,2026-04-19T20:50:53.835311Z
381,140,350,54,101207,34,2026-04-19T20:50:53.835060Z
457,57,235,105,101207,34,2026-04-19T20:50:53.834778Z
606,44,411,50,101207,34,2026-04-19T20:50:53.834409Z
636,44,260,48,101207,34,2026-04-19T20:50:53.834119Z
373,62,151,45,101207,34,2026-04-19T20:50:53.833850Z
6,61,148,44,101207,34,2026-04-19T20:50:53.833598Z
679,42,341,39,101207,34,2026-04-19T20:50:53.832993Z
485,74,82,82,101207,33,2026-04-17T10:23:54.693882Z
411,50,72,51,101207,33,2026-04-17T10:23:54.693651Z
350,54,84,54,101207,33,2026-04-13T21:23:18.840620Z
341,39,253,51,101207,33,2026-04-10T19:37:03.855507Z
691,56,661,91,101207,33,2026-04-10T19:10:19.972618Z
430,144,136,72,101207,33,2026-04-10T19:10:19.972432Z
82,82,329,60,101207,33,2026-04-10T19:10:19.972243Z
783,55,237,65,101207,33,2026-04-10T19:10:19.972050Z
235,106,47,74,101207,33,2026-04-10T19:10:19.971818Z
84,54,21,72,101207,33,2026-04-10T19:10:19.971600Z
148,44,684,51,101207,33,2026-04-10T19:10:19.971408Z
151,45,473,53,101207,33,2026-04-10T19:10:19.971217Z
72,51,373,61,101207,33,2026-04-10T19:10:19.971013Z
253,51,470,40,101207,33,2026-04-10T19:10:19.970749Z
1,60,101,47,101207,33,2026-04-10T19:10:19.970474Z
473,53,407,53,101207,31,2026-03-20T17:29:24.907882Z
684,51,8,59,101207,31,2026-03-20T17:29:24.898772Z
661,90,430,144,101207,29,2026-03-02T19:29:22.701966Z
136,71,100,46,101207,28,2026-02-27T17:21:12.760911Z
329,59,382,84,101207,28,2026-02-27T17:21:12.754856Z
101,46,220,48,101207,28,2026-02-24T18:54:27.416727Z
382,84,488,68,101207,27,2026-02-19T10:26:34.247715Z
249,71,624,76,101207,24,2026-01-26T01:21:06.197132Z
237,66,668,51,101207,24,2026-01-26T01:17:42.711584Z
449,91,414,85,101207,23,2026-01-17T23:09:54.337675Z
47,76,450,81,101207,22,2026-01-12T19:17:29.633746Z
21,71,16,102,101207,21,2026-01-05T00:43:54.384334Z
100,46,310,57,101207,19,2025-12-29T16:35:16.226525Z
624,76,136,66,101207,19,2025-12-29T16:35:16.225899Z
5,62,191,39,101207,19,2025-12-29T16:35:16.218551Z
450,80,449,92,101207,18,2025-12-22T05:22:21.116926Z
329,56,449,91,101207,17,2025-12-19T17:31:57.032766Z
8,65,531,46,101207,17,2025-12-19T17:31:57.032430Z
7,57,260,49,101207,17,2025-12-19T17:31:57.032051Z
1,60,253,51,101207,17,2025-12-19T17:31:57.031720Z
97,70,310,57,101207,17,2025-12-19T13:49:46.250315Z
661,86,136,67,101207,17,2025-12-19T13:49:46.250069Z
120,70,16,102,101207,17,2025-12-19T13:49:46.249819Z
106,49,191,39,101207,17,2025-12-19T13:49:46.249530Z
531,46,8,60,101207,17,2025-12-19T13:49:46.249267Z
253,51,470,40,101207,17,2025-12-19T13:49:46.248964Z
101,45,220,48,101207,17,2025-12-19T13:49:46.248508Z
84,55,668,51,101207,17,2025-12-18T19:12:47.420721Z
82,75,488,68,101207,17,2025-12-18T19:12:47.413085Z
310,57,283,79,101207,16,2025-12-09T15:55:08.272004Z
449,90,384,75,101207,16,2025-12-09T15:55:08.266617Z
16,101,119,82,101207,16,2025-12-07T18:52:23.372024Z
414,83,237,67,101207,15,2025-12-05T01:45:56.757137Z
488,66,47,68,101207,14,2025-12-01T08:00:47.421737Z
47,68,82,76,101207,13,2025-11-25T22:46:06.879921Z
407,53,568,55,101207,13,2025-11-22T21:50:50.891888Z
373,59,5,63,101207,12,2025-11-21T22:09:58.662738Z
220,48,469,51,101207,11,2025-11-07T19:56:53.410941Z
283,79,666,90,101207,11,2025-11-07T19:55:05.712682Z
136,62,249,75,101207,10,2025-10-30T22:38:43.222203Z
119,81,427,55,101207,10,2025-10-27T20:23:36.605832Z
237,67,449,90,101207,9,2025-10-18T23:06:23.045795Z
