event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,77,77,340882,340923,340882,5,5,1000,0,0,0
2,65,142,1516249,1516301,151791,15,5,1001,0,0,5
3,33,175,10264366,10264374,1233653,95,5,1002,1,0,12
4,81,256,969970,970074,542775,10,12,1003,0,0,11
5,46,302,4245335,4245552,610345,40,12,1009,0,0,16
6,78,380,393463,393552,222303,5,34,1013,2,0,11
7,84,464,654072,654103,98847,10,12,1015,1,0,10
8,75,539,1153272,1153386,68893,10,12,1023,0,0,14
9,41,580,7884859,7884959,130322,65,1,1021,1,0,5
10,79,659,1928138,1928247,108090,20,0,1027,1,0,14
11,44,703,3549318,3549395,92405,30,5,1029,2,0,5
12,56,759,1027757,1027772,45713,10,5,1032,0,0,5
13,65,824,217300,217307,12449,5,18,1033,1,0,12
14,71,895,3044997,3045073,13403,25,3,1033,2,0,4
15,54,949,4232889,4233040,15598,35,7,1038,1,0,6
16,93,1042,216828,216838,6062,5,3,1046,2,0,5
17,75,1117,4529715,4529781,10211,40,5,1054,2,0,3
18,50,1167,3863040,3863100,9058,35,27,1055,3,0,13
19,34,1201,9494510,9494642,13695,80,37,1056,1,0,2
20,61,1262,1045642,1045701,8629,10,39,1055,1,0,7
21,54,1316,4457417,4457519,10014,40,59,1056,1,0,11
22,41,1357,5907189,5907335,10596,50,39,1055,1,0,8
23,54,1411,2442272,2442321,5269,20,31,1055,1,0,15
24,59,1470,4881619,4881683,7619,40,25,1058,1,0,1
25,74,1544,1327393,1327508,6408,15,25,1059,0,0,2
26,92,1636,117861,117869,1794,1,1,1060,1,0,5
27,48,1684,4731004,4731201,1774,40,1,1060,0,0,9
28,80,1764,838113,838164,1356,10,2,1060,3,0,5
29,50,1814,7545442,7545570,2902,60,2,1064,0,0,6
30,68,1882,209070,209161,1641,5,2,1066,0,0,17
31,66,1948,633987,634044,1174,5,1,1068,1,0,0
32,70,2018,512082,512211,651,5,35,1048,0,0,11
33,134,2152,42342,42709,222,1,55,1050,1,0,0
34,56,2208,1463292,1463421,298,15,55,1050,0,0,20
35,56,2264,4156291,4156744,297,35,55,1052,0,0,16
36,75,2339,4573904,4573980,454,40,53,1054,3,0,11
37,22,2361,7174947,7175031,556,60,54,1056,2,0,18
