season_name,total_points,rank
2013/14,1574,2387901
2014/15,1789,1171483
2015/16,2075,303536
2017/18,1493,4767373
2018/19,2256,122333
2019/20,1716,5148494
2020/21,2240,659122
2021/22,1744,5369416
2022/23,2105,3910262
2023/24,2401,356869
2024/25,1893,6582688
