h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.783184,0.964645,0.783184,0.964645,"{'att': 207, 'def': 12}","{'att': 283, 'def': 33}",8,0,0,2,1.1184,l,2023-08-13 15:00:00,0,0,1,0,-0.18146099999999998
a,1.77937,0.917678,1.77937,0.917678,"{'att': 215, 'def': 17}","{'att': 195, 'def': 26}",6,2,1,1,2.0927000000000002,d,2023-08-19 15:00:00,0,1,0,1,0.8616919999999999
h,1.17827,1.6167,1.17827,0.873424,"{'att': 371, 'def': 21}","{'att': 176, 'def': 22}",6,7,0,1,0.9836,l,2023-08-25 19:30:00,0,0,1,0,0.30484599999999995
a,1.96028,3.16421,1.96028,3.16421,"{'att': 365, 'def': 24}","{'att': 144, 'def': 22}",10,5,3,2,0.6578999999999999,w,2023-09-01 20:00:00,1,0,0,3,-1.2039300000000002
h,2.06489,0.853213,2.06489,0.853213,"{'att': 179, 'def': 21}","{'att': 253, 'def': 12}",10,2,0,1,2.2902,l,2023-09-16 16:30:00,0,0,1,0,1.2116770000000001
a,1.67938,1.82246,1.67938,1.82246,"{'att': 418, 'def': 11}","{'att': 132, 'def': 23}",10,7,2,3,1.238,l,2023-09-23 16:30:00,0,0,1,0,-0.14307999999999987
h,0.497466,2.39712,0.497466,2.39712,"{'att': 235, 'def': 14}","{'att': 206, 'def': 10}",5,12,1,1,0.2333,d,2023-09-28 17:00:00,0,1,0,1,-1.8996540000000002
a,1.54337,1.46382,1.54337,0.720668,"{'att': 458, 'def': 24}","{'att': 130, 'def': 27}",3,7,1,2,1.4343,l,2023-10-02 19:00:00,0,0,1,0,0.8227019999999999
h,3.02859,1.00866,2.28531,1.00866,"{'att': 60, 'def': 22}","{'att': 266, 'def': 17}",9,5,2,2,2.681,d,2023-10-08 16:30:00,0,1,0,1,1.27665
h,1.26757,2.39246,1.26757,1.64918,"{'att': 521, 'def': 16}","{'att': 229, 'def': 22}",7,12,0,3,0.6129,l,2023-10-21 19:00:00,0,0,1,0,-0.38161
a,0.174681,0.619488,0.174681,0.619488,"{'att': 386, 'def': 22}","{'att': 145, 'def': 18}",5,5,0,1,0.7581,l,2023-10-27 19:00:00,0,0,1,0,-0.44480700000000006
h,3.01524,1.25089,3.01524,1.25089,"{'att': 268, 'def': 21}","{'att': 198, 'def': 12}",2,4,1,1,2.4738,d,2023-11-04 17:30:00,0,1,0,1,1.7643499999999999
a,2.25302,4.72334,1.50974,3.98019,"{'att': 289, 'def': 21}","{'att': 211, 'def': 26}",2,9,3,4,0.2426,l,2023-11-10 20:00:00,0,0,1,0,-2.4704499999999996
a,0.609862,0.247015,0.609862,0.247015,"{'att': 308, 'def': 17}","{'att': 214, 'def': 25}",9,4,0,0,1.6468,d,2023-11-25 15:15:00,0,1,0,1,0.36284700000000003
h,2.73216,0.346727,2.73216,0.346727,"{'att': 141, 'def': 22}","{'att': 216, 'def': 13}",17,0,1,1,2.8664,d,2023-12-04 20:00:00,0,1,0,1,2.385433
a,0.126167,1.32415,0.126167,1.32415,"{'att': 353, 'def': 31}","{'att': 190, 'def': 24}",0,6,0,0,0.3455,d,2023-12-11 20:00:00,0,1,0,1,-1.197983
h,1.33261,0.690175,1.33261,0.690175,"{'att': 305, 'def': 31}","{'att': 108, 'def': 15}",6,5,1,0,1.9343000000000001,w,2023-12-16 13:00:00,1,0,0,3,0.6424350000000001
a,1.98503,2.59564,1.98503,1.85236,"{'att': 277, 'def': 27}","{'att': 294, 'def': 31}",10,7,2,3,0.9417,l,2023-12-20 20:30:00,0,0,1,0,0.13267000000000007
h,2.54675,1.73674,1.80348,1.73674,"{'att': 322, 'def': 31}","{'att': 180, 'def': 18}",5,9,2,1,1.9899999999999998,w,2024-01-03 18:15:00,1,0,0,3,0.06674000000000002
a,0.711693,2.59976,0.711693,2.59976,"{'att': 193, 'def': 36}","{'att': 166, 'def': 33}",2,8,1,1,0.24669999999999997,d,2024-01-13 15:15:00,0,1,0,1,-1.888067
h,0.257377,0.630224,0.257377,0.630224,"{'att': 288, 'def': 24}","{'att': 210, 'def': 33}",3,4,0,1,0.8311,l,2024-01-20 20:00:00,0,0,1,0,-0.372847
h,1.03961,1.60712,1.03961,1.60712,"{'att': 345, 'def': 34}","{'att': 196, 'def': 22}",10,6,0,1,0.8943,l,2024-01-28 13:00:00,0,0,1,0,-0.5675100000000002
a,1.37845,1.00524,1.37845,1.00524,"{'att': 343, 'def': 17}","{'att': 134, 'def': 23}",2,12,3,0,1.7092,w,2024-02-04 15:15:00,1,0,0,3,0.37321000000000004
a,1.2733,2.22295,1.2733,2.22295,"{'att': 154, 'def': 19}","{'att': 199, 'def': 39}",7,6,2,3,0.5182,l,2024-02-11 13:00:00,0,0,1,0,-0.9496499999999999
h,0.636492,1.5046,0.636492,0.761318,"{'att': 444, 'def': 17}","{'att': 174, 'def': 24}",4,9,1,2,0.6048,l,2024-02-17 17:30:00,0,0,1,0,-0.1248260000000001
a,0.680213,1.87476,0.680213,1.87476,"{'att': 265, 'def': 20}","{'att': 114, 'def': 25}",4,4,2,2,0.5015000000000001,d,2024-02-25 13:00:00,0,1,0,1,-1.194547
h,1.82317,0.3259,1.82317,0.3259,"{'att': 172, 'def': 15}","{'att': 362, 'def': 21}",13,0,1,0,2.5854,w,2024-03-01 20:00:00,1,0,0,3,1.4972699999999999
a,0.53726,3.6885,0.53726,3.6885,"{'att': 370, 'def': 21}","{'att': 229, 'def': 21}",4,14,0,4,0.050199999999999995,l,2024-03-10 17:30:00,0,0,1,0,-3.15124
a,2.23423,1.75591,2.23423,1.75591,"{'att': 189, 'def': 13}","{'att': 387, 'def': 20}",12,4,2,1,1.7159999999999997,w,2024-03-17 13:00:00,1,0,0,3,0.4783200000000001
h,0.838396,0.515128,0.838396,0.515128,"{'att': 216, 'def': 24}","{'att': 329, 'def': 22}",6,2,0,0,1.6366,d,2024-03-31 13:00:00,0,1,0,1,0.323268
a,1.58129,1.22903,1.58129,1.22903,"{'att': 294, 'def': 20}","{'att': 340, 'def': 21}",7,12,1,2,1.6964000000000001,l,2024-04-12 19:00:00,0,0,1,0,0.35226
h,3.58931,0.90843,3.58931,0.90843,"{'att': 502, 'def': 26}","{'att': 198, 'def': 25}",10,5,4,1,2.7712,w,2024-04-20 12:00:00,1,0,0,3,2.6808799999999997
a,0.188273,3.41094,0.188273,3.41094,"{'att': 109, 'def': 13}","{'att': 261, 'def': 20}",2,12,0,3,0.0366,l,2024-04-27 16:30:00,0,0,1,0,-3.222667
h,4.41257,0.544766,3.66929,0.544766,"{'att': 361, 'def': 21}","{'att': 308, 'def': 9}",18,5,3,2,2.9512,w,2024-05-05 14:15:00,1,0,0,3,3.124524
a,0.370026,1.81009,0.370026,1.81009,"{'att': 377, 'def': 12}","{'att': 252, 'def': 17}",7,11,0,1,0.37339999999999995,l,2024-05-12 14:15:00,0,0,1,0,-1.440064
h,0.758179,0.377111,0.758179,0.377111,"{'att': 240, 'def': 26}","{'att': 303, 'def': 15}",5,1,2,1,1.6621000000000001,w,2024-05-15 20:00:00,1,0,0,3,0.3810680000000001
a,2.02078,1.75765,2.02078,1.01438,"{'att': 249, 'def': 20}","{'att': 225, 'def': 25}",9,5,2,1,1.5814,w,2024-05-19 17:00:00,1,0,0,3,1.0063999999999997
h,1.50162,2.16042,0.758339,1.41715,"{'att': 239, 'def': 27}","{'att': 361, 'def': 32}",5,8,2,2,0.8635999999999999,d,2024-05-26 14:15:00,0,1,0,1,-0.6588109999999999
