name,time,event
bboost,2025-08-15T18:40:40.352687Z,2
wildcard,2025-09-20T19:57:23.552231Z,6
3xc,2025-11-23T21:12:27.985210Z,13
freehit,2025-12-03T22:09:26.582461Z,15
3xc,2026-02-09T13:59:42.603190Z,26
freehit,2026-04-18T03:55:22.807157Z,33
wildcard,2026-04-24T22:42:52.160830Z,35
bboost,2026-05-01T18:38:21.640056Z,36
