element_in,element_in_cost,element_out,element_out_cost,entry,event,time
242,53,84,54,1280369,37,2026-05-15T13:02:44.373533Z
5,73,256,59,1280369,37,2026-05-15T01:38:34.145322Z
16,99,235,104,1280369,36,2026-05-07T21:58:49.922829Z
257,52,343,43,1280369,36,2026-05-07T21:58:49.922371Z
256,59,72,51,1280369,36,2026-05-07T21:58:49.914877Z
447,37,343,43,1280369,34,2026-04-24T15:14:53.097162Z
329,60,82,82,1280369,34,2026-04-24T15:14:53.096666Z
749,43,691,56,1280369,34,2026-04-24T15:14:53.096466Z
596,72,249,74,1280369,34,2026-04-24T15:14:53.096260Z
624,77,430,144,1280369,34,2026-04-24T15:14:53.095987Z
21,72,235,105,1280369,34,2026-04-24T15:14:53.095783Z
387,71,783,55,1280369,34,2026-04-24T15:14:53.095583Z
381,140,84,54,1280369,34,2026-04-24T15:14:53.095385Z
606,45,77,42,1280369,34,2026-04-24T15:14:53.095182Z
568,51,72,51,1280369,34,2026-04-24T15:14:53.094940Z
5,71,411,50,1280369,34,2026-04-24T15:14:53.094734Z
373,62,151,45,1280369,34,2026-04-24T15:14:53.094526Z
567,39,341,39,1280369,34,2026-04-24T15:14:53.094295Z
1,60,139,45,1280369,34,2026-04-24T15:14:53.093920Z
343,43,5,69,1280369,32,2026-04-09T23:51:34.631284Z
691,56,136,67,1280369,32,2026-04-09T23:51:34.631136Z
341,39,470,40,1280369,32,2026-04-09T23:51:34.630986Z
84,54,242,51,1280369,32,2026-04-09T23:51:34.630835Z
783,55,329,60,1280369,32,2026-04-09T23:51:34.630673Z
235,106,485,73,1280369,32,2026-04-09T23:51:34.630490Z
82,82,83,59,1280369,32,2026-04-09T23:51:34.630327Z
411,50,317,46,1280369,32,2026-04-09T23:51:34.630176Z
77,42,373,61,1280369,32,2026-04-09T23:51:34.630020Z
151,45,684,51,1280369,32,2026-04-09T23:51:34.629853Z
139,45,1,58,1280369,32,2026-04-09T23:51:34.629605Z
485,73,547,49,1280369,31,2026-03-20T08:30:08.216971Z
684,51,8,62,1280369,31,2026-03-20T08:30:08.210880Z
72,50,256,58,1280369,30,2026-03-14T08:29:39.106923Z
83,59,660,47,1280369,28,2026-02-27T17:50:06.331847Z
329,59,237,67,1280369,28,2026-02-27T17:50:06.326177Z
256,58,411,49,1280369,26,2026-02-09T23:17:52.310763Z
249,72,337,62,1280369,24,2026-01-30T22:57:55.520524Z
547,49,450,80,1280369,24,2026-01-30T22:57:55.520081Z
237,67,382,82,1280369,24,2026-01-30T22:57:55.519652Z
449,95,414,83,1280369,24,2026-01-30T22:57:55.514768Z
5,67,295,47,1280369,22,2026-01-16T18:33:56.648780Z
450,81,16,102,1280369,19,2025-12-30T17:34:08.885408Z
295,47,191,39,1280369,18,2025-12-26T04:34:27.023786Z
382,81,449,91,1280369,18,2025-12-26T04:34:27.018360Z
411,53,684,50,1280369,17,2025-12-16T06:10:46.717298Z
242,51,160,62,1280369,16,2025-12-11T20:25:57.566721Z
337,62,283,78,1280369,16,2025-12-11T20:25:57.566160Z
16,102,237,66,1280369,16,2025-12-11T20:25:57.565665Z
317,46,256,59,1280369,16,2025-12-11T20:25:57.558156Z
414,83,82,75,1280369,15,2025-12-05T05:01:14.924987Z
684,50,257,51,1280369,15,2025-12-05T05:01:14.919163Z
160,62,427,53,1280369,14,2025-12-01T23:04:25.153594Z
257,51,72,49,1280369,14,2025-12-01T23:04:25.145978Z
700,43,660,48,1280369,13,2025-11-29T13:29:01.795095Z
252,42,283,79,1280369,13,2025-11-29T13:29:01.794872Z
120,70,427,54,1280369,13,2025-11-29T13:29:01.794683Z
414,80,237,67,1280369,13,2025-11-29T13:29:01.794492Z
381,142,82,76,1280369,13,2025-11-29T13:29:01.794305Z
411,51,8,62,1280369,13,2025-11-29T13:29:01.794116Z
36,46,373,59,1280369,13,2025-11-29T13:29:01.793892Z
106,49,256,58,1280369,13,2025-11-29T13:29:01.793685Z
32,50,1,57,1280369,13,2025-11-29T13:29:01.793432Z
373,59,5,63,1280369,12,2025-11-21T09:22:30.343649Z
136,62,666,90,1280369,11,2025-11-07T19:12:28.243377Z
8,61,575,47,1280369,11,2025-11-07T19:12:28.239076Z
256,57,403,58,1280369,10,2025-10-29T21:36:44.967033Z
283,77,249,75,1280369,10,2025-10-29T21:36:44.958628Z
237,67,299,65,1280369,8,2025-10-17T23:30:31.708573Z
660,50,381,145,1280369,6,2025-09-25T22:39:15.550895Z
430,143,252,43,1280369,6,2025-09-25T22:39:15.550525Z
666,90,64,88,1280369,6,2025-09-25T22:39:15.550206Z
299,65,517,55,1280369,6,2025-09-25T22:39:15.549890Z
1,56,220,50,1280369,6,2025-09-25T22:39:15.549592Z
403,58,260,46,1280369,6,2025-09-25T22:39:15.549234Z
575,47,256,56,1280369,6,2025-09-25T22:39:15.548923Z
72,48,568,55,1280369,6,2025-09-25T22:39:15.548616Z
5,61,506,54,1280369,6,2025-09-25T22:39:15.548286Z
256,56,291,55,1280369,4,2025-09-12T22:42:07.495896Z
82,74,235,104,1280369,4,2025-09-12T22:42:07.488932Z
