h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.171238,1.30582,0.171238,1.30582,"{'att': 382, 'def': 24}","{'att': 244, 'def': 16}",1,7,0,3,0.362,l,2024-08-19 18:45:00,0,0,1,0,-1.134582
a,2.08973,1.03532,2.08973,1.03532,"{'att': 216, 'def': 15}","{'att': 241, 'def': 20}",8,6,1,1,2.2206,d,2024-08-26 16:30:00,0,1,0,1,1.0544099999999998
a,1.65728,1.18455,0.895985,1.18455,"{'att': 239, 'def': 38}","{'att': 265, 'def': 28}",4,7,0,1,1.7231,l,2024-09-01 18:45:00,0,0,1,0,-0.28856499999999996
h,1.45782,1.15087,1.45782,1.15087,"{'att': 304, 'def': 22}","{'att': 238, 'def': 25}",3,2,2,2,1.5922,d,2024-09-14 13:00:00,0,1,0,1,0.30694999999999983
a,0.579703,1.31694,0.579703,0.555641,"{'att': 266, 'def': 28}","{'att': 232, 'def': 23}",3,5,3,2,0.6186,w,2024-09-24 18:45:00,1,0,0,3,0.024061999999999917
h,2.47493,1.5544,2.47493,0.793105,"{'att': 131, 'def': 21}","{'att': 355, 'def': 32}",11,3,3,2,2.0412,w,2024-09-29 13:00:00,1,0,0,3,1.6818250000000001
a,0.638474,1.91407,0.638474,1.15277,"{'att': 296, 'def': 20}","{'att': 355, 'def': 20}",5,3,1,3,0.3971,l,2024-10-04 16:30:00,0,0,1,0,-0.5142960000000001
h,1.28527,0.918205,1.28527,0.918205,"{'att': 199, 'def': 16}","{'att': 354, 'def': 18}",8,8,1,1,1.6613000000000002,d,2024-10-19 13:00:00,0,1,0,1,0.36706499999999986
a,1.59554,1.56007,1.59554,1.56007,"{'att': 152, 'def': 21}","{'att': 389, 'def': 24}",10,1,0,1,1.3246999999999998,l,2024-10-25 18:30:00,0,0,1,0,0.03546999999999989
h,1.16312,2.96686,1.16312,2.20556,"{'att': 248, 'def': 22}","{'att': 241, 'def': 24}",4,7,1,5,0.33199999999999996,l,2024-10-31 19:45:00,0,0,1,0,-1.0424400000000003
