event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,35,35,8879375,8906988,8879360,95,0,1000,0,0,8
2,54,89,4168589,4209284,7467022,40,3,1000,0,0,23
3,66,155,666580,677325,3980059,10,3,1003,0,0,6
4,95,250,86753,87499,843123,1,21,1008,2,0,8
5,54,304,1563964,1597411,536693,15,21,1012,0,0,5
6,76,380,532219,541612,224804,5,5,1017,2,0,24
7,88,468,299305,306916,73764,5,5,1021,0,0,20
8,70,538,2053797,2086624,73807,20,5,1029,0,0,13
9,59,597,1992160,2021592,42291,20,5,1031,0,0,12
10,105,702,10776,10904,5288,1,7,1037,2,0,0
11,34,736,8546118,8563170,9434,70,6,1041,2,0,23
12,50,786,2211550,2230849,7026,20,10,1049,1,0,18
13,65,851,198189,205519,1572,5,10,1053,0,0,13
14,76,927,1619266,1646608,1258,15,10,1055,0,0,8
15,67,994,1173767,1180672,614,10,3,1055,2,0,11
16,89,1083,414245,422869,295,5,18,1062,5,0,14
17,73,1156,5066268,5083231,683,45,5,1072,1,0,24
18,57,1213,1678147,1688602,351,15,15,1074,1,0,10
19,44,1257,4631076,4656101,297,40,35,1072,1,0,5
20,66,1323,469048,481195,136,5,35,1071,0,0,10
21,68,1391,789383,797286,68,10,31,1073,2,0,23
22,54,1445,1201991,1223732,34,10,31,1078,0,0,27
23,38,1483,8775259,8840607,38,70,31,1084,0,0,11
24,64,1547,3147046,3155055,55,25,22,1082,3,0,8
25,74,1621,1452177,1470219,45,15,5,1084,1,0,10
26,78,1699,1000761,1019425,29,10,5,1084,0,0,5
27,54,1753,2509131,2549808,17,20,5,1082,0,0,10
28,87,1840,285434,287784,8,5,6,1082,3,0,8
29,86,1926,369895,378352,1,5,6,1085,0,0,16
30,71,1997,122195,124884,1,1,57,1086,1,0,7
31,64,2061,911117,921278,1,10,70,1086,2,0,0
32,75,2136,222646,229219,1,5,26,1061,0,0,12
33,112,2248,453458,461042,1,5,26,1062,0,0,0
34,52,2300,2070491,2099838,1,20,26,1063,0,0,14
35,60,2360,2778662,2832437,1,25,26,1066,0,0,9
36,92,2452,1003949,1008851,1,10,20,1065,3,0,14
37,18,2470,8311339,8371854,1,65,20,1069,0,0,13
