event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,70,70,958151,985415,958151,15,0,1000,0,0,9
2,39,109,8702319,8722944,3634170,85,0,1001,0,0,10
3,60,169,1693658,1703646,1884806,15,33,1005,1,0,12
4,68,237,4440000,4449833,1873453,40,3,1006,2,0,10
5,46,283,4245335,4282464,1802138,40,3,1007,0,0,5
6,68,351,1402196,1414467,1105329,15,0,1008,0,0,12
7,75,426,2098768,2119064,869942,20,0,1014,0,0,8
8,83,509,403844,408947,413237,5,0,1022,0,0,15
9,42,551,7228809,7256864,579557,60,0,1025,0,0,5
10,74,625,3490130,3495065,582338,30,5,1025,3,0,9
11,59,684,360011,362144,259876,5,1,1030,2,0,0
12,48,732,2725384,2740644,208071,25,5,1031,1,0,17
13,52,784,997912,1009407,139054,10,5,1032,0,0,2
14,59,843,6821129,6828894,230245,55,16,1031,2,0,4
15,75,918,426166,428514,90148,5,8,1034,1,0,4
16,89,1007,404311,407406,49507,5,2,1040,4,0,11
17,96,1103,568172,572262,23349,5,2,1046,0,0,15
18,45,1148,5960474,5976047,26981,50,2,1048,2,0,1
19,44,1192,4631076,4647986,22672,40,3,1049,1,0,13
20,61,1253,964977,977985,14192,10,3,1051,0,0,1
21,50,1303,5961038,5975311,20109,50,13,1047,1,0,6
22,44,1347,4507050,4518054,17888,40,19,1048,2,0,7
23,45,1392,5828715,5846508,15236,50,11,1047,1,0,13
24,76,1468,570105,574729,8408,5,1,1049,1,0,4
25,72,1540,1981641,1989889,8078,20,12,1054,2,0,17
26,65,1605,4076431,4103445,9971,35,12,1057,0,0,7
27,46,1651,6036914,6056179,11112,50,7,1055,1,0,12
28,99,1750,14410,14762,3034,1,1,1057,2,0,1
29,58,1808,5450685,5460516,4111,45,3,1059,1,0,4
30,64,1872,451442,462457,2869,5,3,1065,0,0,10
31,61,1933,1366788,1373776,2683,15,11,1064,1,0,3
32,86,2019,29924,30204,621,1,26,1064,1,0,8
33,107,2126,646369,655114,1028,5,26,1063,0,0,25
34,58,2184,1295449,1299062,1167,10,61,1062,2,0,0
35,65,2249,1495190,1516780,716,15,1,1052,0,0,7
36,93,2342,833623,840916,382,10,0,1061,1,0,0
37,16,2358,9470133,9483770,664,75,10,1062,1,0,13
