event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,83,83,118578,126787,118578,5,10,1000,0,0,0
2,52,135,4819979,4866875,371570,45,10,1000,0,0,8
3,54,189,3339053,3365075,361204,30,14,1001,1,0,12
4,50,239,9782526,9805718,1649514,85,43,998,0,0,30
5,44,283,5112128,5176056,1783073,45,43,1004,0,0,8
6,73,356,801440,812340,881037,10,8,1004,2,0,15
7,73,429,2582789,2630664,760498,25,8,1008,0,0,13
8,77,506,953721,964621,479314,10,18,1014,1,0,9
9,58,564,2417184,2428630,317314,20,5,1015,2,0,12
10,88,652,436499,445544,160789,5,5,1021,0,0,18
11,44,696,3549318,3566558,138504,30,17,1025,2,0,4
12,51,747,1983767,2002359,94328,20,20,1030,1,0,1
13,45,792,2379872,2399675,92092,20,31,1033,1,0,6
14,70,862,3279359,3307019,93878,30,0,1033,1,0,3
15,67,929,1075775,1089943,50911,10,0,1036,0,0,10
16,88,1017,463986,468846,28924,5,1,1032,4,0,5
17,88,1105,1440250,1455976,20703,15,1,1035,0,0,6
18,70,1175,244819,247555,5387,5,2,1036,2,0,11
19,48,1223,3066190,3078372,3461,25,16,1038,2,0,5
20,64,1287,634791,650948,1796,10,16,1039,0,0,3
21,70,1357,523881,533008,742,5,46,1040,1,0,10
22,45,1402,4066247,4081942,640,35,30,1042,2,0,3
23,52,1454,2808419,2855855,315,25,30,1046,0,0,10
24,70,1524,1358007,1385137,239,15,30,1048,0,0,6
25,72,1596,1929571,1952337,266,20,38,1048,1,0,10
26,94,1690,83674,84730,56,1,17,1049,2,0,6
27,46,1736,5681550,5761117,60,45,17,1051,0,0,8
28,81,1817,691086,700401,54,10,11,1056,1,0,3
29,47,1864,8615922,8626321,166,70,0,1057,1,0,11
30,62,1926,654529,676340,126,10,0,1059,0,0,5
31,68,1994,439864,446273,89,5,8,1053,2,0,0
32,67,2061,821763,846505,60,10,8,1055,0,0,7
33,120,2181,272411,272851,34,5,0,1053,4,0,2
34,65,2246,506629,527850,25,5,0,1055,0,0,16
35,79,2325,174641,176895,7,5,1,1059,1,0,0
36,75,2400,4334576,4374470,14,35,1,1062,0,0,15
37,27,2427,5296614,5307029,11,45,13,1058,2,0,24
