season_name,total_points,rank
2017/18,1650,3924652
2018/19,2027,1564391
2019/20,1907,2997262
2020/21,2094,1746858
2021/22,1525,7245926
2022/23,2152,3313324
2023/24,2153,2813742
2024/25,2031,5151186
