season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2013/14,124165,40,40,1,46,0,0,0,4,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00
2015/16,124165,45,42,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00
2019/20,124165,55,50,3,24,0,0,0,2,0,0,0,0,0,0,0,12,4.4,0.6,0.0,0.5,0,0,0,0,0,0.00,0.00,0.00,0.00
