event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,53,53,4864965,4865500,4864958,55,0,1000,0,0,10
2,30,83,10187664,10187713,8189245,95,0,1000,0,0,12
3,66,149,742166,742210,5075894,10,23,1000,2,0,15
4,66,215,4876480,4876593,4561404,45,23,1000,0,0,3
5,60,275,626154,626185,2558508,10,2,1001,1,0,-1
6,71,346,962897,963089,1362521,10,2,1002,0,0,8
7,73,419,2582789,2583527,1161801,25,2,1006,0,0,10
8,70,489,2053797,2054175,991517,20,2,1013,0,0,15
9,39,528,8737327,8737516,1374635,75,6,1013,1,0,17
10,93,621,173780,173799,681730,5,2,1013,1,0,7
11,43,664,3887597,3887739,629085,35,13,1014,1,0,9
12,44,708,4044252,4044375,594873,35,3,1015,2,0,6
13,70,778,120542,120544,189026,1,1,1015,3,0,5
14,67,845,4034829,4034918,210939,35,1,1017,0,0,18
15,91,936,36562,36563,35312,1,3,1022,2,0,0
16,90,1026,344735,344768,17075,5,1,1026,3,0,3
17,78,1104,3644326,3644430,22304,30,1,1032,1,0,8
18,65,1169,493465,493481,7862,5,1,1033,0,0,15
19,43,1212,5200442,5200477,7129,45,0,1029,3,0,13
20,56,1268,1776880,1776983,5952,15,0,1029,0,0,2
21,66,1334,1103518,1103552,3505,10,25,1028,2,0,6
22,38,1372,7180501,7180679,4437,60,25,1029,0,0,5
23,48,1420,4575067,4575157,3037,40,30,1029,2,0,16
24,71,1491,1277254,1277361,2232,10,12,1032,1,0,3
25,76,1567,974243,974401,1677,10,12,1037,0,0,2
26,84,1651,452578,452605,743,5,8,1039,1,0,5
27,44,1695,6708526,6708874,912,55,8,1041,0,0,22
28,78,1773,1078159,1078208,799,10,5,1041,3,0,0
29,61,1834,4618437,4618552,986,40,11,1044,1,0,4
30,69,1903,169837,169939,493,5,11,1047,0,0,14
31,65,1968,771671,771790,385,10,10,1043,2,0,0
32,58,2026,2553534,2554745,441,20,31,1024,0,0,11
33,134,2160,32435,32607,139,1,31,1026,0,0,0
34,57,2217,1327992,1328295,177,15,31,1026,0,0,6
35,56,2273,4156291,4156871,182,35,31,1028,0,0,16
36,70,2343,5878518,5878613,369,50,3,1031,3,0,23
37,32,2375,3658329,3658447,265,30,6,1034,1,0,11
