event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,57,57,3654199,3661708,3654196,40,0,1000,0,0,5
2,51,108,5148179,5153273,3840714,50,0,1001,0,0,9
3,52,160,3867310,3869776,3142653,35,0,1001,0,0,3
4,70,230,3819789,3820170,2637152,35,8,999,3,0,7
5,67,297,127409,127934,848894,5,8,999,0,0,0
6,51,348,4870348,4871104,1277142,45,23,998,2,0,4
7,74,422,2453204,2455622,1052367,25,15,1001,1,0,7
8,68,490,2544669,2548590,965408,25,15,1007,0,0,14
9,39,529,8811903,8813971,1353789,75,0,1006,2,0,4
10,86,615,626989,627818,862674,10,0,1006,0,0,5
11,37,652,6878469,6881652,985536,60,11,1005,1,0,8
12,58,710,878429,879173,561433,10,5,1007,2,0,14
13,86,796,2486,2566,74914,1,5,1006,0,0,0
14,56,852,7402464,7404216,153468,60,5,1007,0,0,9
15,73,925,565179,565514,63978,5,2,1007,2,0,16
16,75,1000,1986690,1987459,69024,20,0,1017,0,0,15
17,108,1108,93249,93408,17352,1,3,1024,1,0,17
18,75,1183,107518,107561,3185,1,2,1024,4,0,0
19,44,1227,4631076,4633836,2642,40,12,1023,1,0,18
20,56,1283,1904371,1906251,2333,20,0,1023,1,0,10
21,61,1344,2028642,2031492,1816,20,0,1024,0,0,13
22,30,1374,10992890,10995949,3884,90,0,1026,0,0,19
23,47,1421,4636809,4640619,2783,40,0,1026,0,0,16
24,76,1497,584576,585615,1508,5,7,1026,2,0,3
25,68,1565,3228423,3230098,1887,30,8,1026,2,0,5
26,84,1649,452578,453117,832,5,6,1027,1,0,6
27,57,1706,1913133,1914155,460,15,0,1024,1,0,9
28,80,1786,745649,746662,352,10,0,1030,0,0,2
29,69,1855,2523824,2526098,283,20,0,1032,0,0,10
30,57,1912,1582089,1583022,284,15,3,1031,2,0,1
31,71,1983,229583,230143,173,5,13,1033,2,0,0
32,58,2041,2553534,2565613,185,20,27,1020,0,0,11
33,132,2173,73467,73983,56,1,60,1017,1,0,0
34,56,2229,1463292,1466459,77,15,60,1017,0,0,6
35,56,2285,4466122,4468245,82,35,21,1018,1,0,16
36,86,2371,1943300,1945103,65,15,15,1020,2,0,11
37,23,2394,6809920,6811597,90,55,3,1021,2,0,11
