element_in,element_in_cost,element_out,element_out_cost,entry,event,time
242,53,387,69,7612855,37,2026-05-15T14:51:56.939745Z
488,69,485,73,7612855,37,2026-05-15T14:43:40.342097Z
16,99,517,54,7612855,36,2026-05-08T20:38:44.119732Z
242,51,47,74,7612855,34,2026-04-24T17:28:51.514563Z
369,39,32,51,7612855,34,2026-04-24T17:28:51.514355Z
447,37,291,57,7612855,34,2026-04-24T17:28:51.514128Z
381,140,382,83,7612855,34,2026-04-24T17:28:51.513804Z
382,83,384,73,7612855,34,2026-04-24T16:59:02.496471Z
717,65,242,51,7612855,34,2026-04-24T16:01:21.155289Z
624,77,596,72,7612855,34,2026-04-24T15:59:25.965491Z
384,73,717,65,7612855,34,2026-04-24T15:17:23.898448Z
596,72,624,77,7612855,34,2026-04-24T15:15:09.014861Z
624,77,596,72,7612855,34,2026-04-24T15:14:18.100337Z
717,65,384,73,7612855,34,2026-04-24T15:14:18.100073Z
384,73,382,83,7612855,34,2026-04-24T15:10:35.837543Z
47,74,21,72,7612855,34,2026-04-24T15:08:48.737022Z
606,45,694,45,7612855,34,2026-04-24T14:54:05.616466Z
136,74,624,77,7612855,34,2026-04-24T14:53:00.476284Z
1,60,287,56,7612855,34,2026-04-23T22:50:36.489365Z
287,56,470,40,7612855,34,2026-04-23T17:25:18.007131Z
568,51,151,45,7612855,34,2026-04-23T17:25:18.006887Z
291,57,77,41,7612855,34,2026-04-23T17:25:18.006694Z
694,45,411,50,7612855,34,2026-04-23T17:25:18.006499Z
32,51,101,47,7612855,34,2026-04-23T17:25:18.006290Z
382,83,387,69,7612855,34,2026-04-23T17:25:18.006052Z
21,72,485,73,7612855,34,2026-04-23T17:25:18.005824Z
515,75,517,54,7612855,34,2026-04-23T17:25:18.005627Z
242,51,417,63,7612855,34,2026-04-23T17:25:18.005424Z
596,72,691,56,7612855,34,2026-04-23T17:25:18.005206Z
624,77,136,72,7612855,34,2026-04-23T17:25:18.004937Z
64,87,430,144,7612855,34,2026-04-23T17:25:18.004681Z
691,56,681,74,7612855,33,2026-04-13T21:10:30.459303Z
417,63,329,60,7612855,33,2026-04-13T03:32:34.572396Z
430,144,661,89,7612855,32,2026-04-10T16:10:03.202224Z
151,45,348,39,7612855,32,2026-04-10T16:07:54.408033Z
681,74,430,142,7612855,31,2026-03-20T18:15:10.096680Z
485,73,82,81,7612855,31,2026-03-20T16:22:34.633314Z
387,68,382,84,7612855,28,2026-02-27T11:56:20.762169Z
348,39,683,41,7612855,28,2026-02-26T20:37:05.006894Z
329,59,21,71,7612855,28,2026-02-26T20:35:49.596548Z
373,59,7,56,7612855,28,2026-02-22T21:19:45.112852Z
411,49,260,49,7612855,28,2026-02-22T21:19:45.112494Z
82,80,237,67,7612855,28,2026-02-21T23:36:06.982256Z
77,40,72,48,7612855,28,2026-02-21T22:56:40.101905Z
101,46,220,49,7612855,28,2026-02-21T22:56:40.101648Z
136,70,249,74,7612855,28,2026-02-21T22:56:40.101388Z
382,84,47,77,7612855,28,2026-02-21T22:54:43.108892Z
47,77,382,82,7612855,27,2026-02-21T05:50:34.603946Z
7,56,473,52,7612855,26,2026-02-07T21:47:16.417246Z
72,48,407,54,7612855,25,2026-02-06T17:25:25.873147Z
249,72,136,68,7612855,24,2026-01-27T23:02:31.386303Z
