event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,59,59,3111857,3112242,3111856,35,0,1000,0,0,7
2,51,110,5148179,5148518,3426960,50,0,1001,0,0,8
3,42,152,7791377,7791451,4530060,70,25,1005,1,0,7
4,74,226,2382655,2382808,3085578,25,25,1004,0,0,8
5,45,271,4672249,4672532,2962234,40,25,1005,0,0,13
6,73,344,824877,824918,1482605,10,15,1003,3,0,20
7,64,408,5267652,5267727,1731419,45,2,1007,1,0,6
8,80,488,613323,613421,1034171,10,2,1010,0,0,12
9,43,531,7082714,7082810,1253460,60,2,1015,1,0,5
10,81,612,1481259,1481400,953066,15,3,1023,1,0,10
11,44,656,3220461,3220642,850107,30,3,1028,0,0,10
12,67,723,249279,249296,319221,5,14,1025,2,0,0
13,55,778,751995,752045,186943,10,1,1026,1,0,16
14,87,861,360366,360374,99978,5,4,1025,2,4,3
15,55,916,3890968,3891183,100608,35,16,1032,1,0,5
16,81,997,1096429,1096534,80818,10,6,1035,3,0,11
17,85,1082,2046641,2046686,71835,20,21,1040,2,0,9
18,53,1135,2767103,2767185,54268,25,16,1042,2,0,16
19,48,1183,3020828,3020921,37381,25,8,1044,1,0,13
20,80,1263,37043,37045,8123,1,8,1047,0,0,5
21,51,1314,5582031,5582157,11230,45,9,1045,1,0,9
22,57,1371,885495,885508,4833,10,18,1045,2,0,14
23,43,1414,6765687,6765832,4466,55,8,1047,1,0,11
24,69,1483,1686771,1686867,3693,15,7,1050,1,0,1
25,67,1550,3297839,3297999,4625,30,7,1054,0,0,2
26,85,1635,386419,386450,1907,5,2,1056,1,0,10
27,45,1680,6553823,6553955,2264,55,18,1052,1,0,18
28,90,1770,154160,154217,948,5,22,1055,2,0,6
29,50,1820,7767898,7767971,2159,65,10,1057,1,0,8
30,69,1889,169837,169929,1135,5,10,1062,0,0,17
31,47,1936,4062024,4062066,2299,35,10,1064,0,0,4
32,58,1994,2553534,2554670,2423,20,55,1048,0,0,11
33,134,2128,32435,32593,928,1,55,1050,0,0,0
34,56,2184,1463292,1463465,1132,15,55,1050,0,0,17
35,74,2258,439736,439740,436,5,28,1051,3,0,9
36,76,2334,4279762,4279868,614,35,2,1058,2,0,17
37,22,2356,7134158,7134370,765,55,4,1061,1,0,19
