season_name,total_points,rank
2012/13,251,2595375
2013/14,1599,2315070
2016/17,1820,1694367
2017/18,2090,547122
2018/19,2196,283418
2019/20,2345,15288
2020/21,2397,92423
2021/22,2622,11109
2022/23,2566,38404
2023/24,2509,63125
2024/25,2199,2869171
