season_name,total_points,rank
2017/18,1677,3738380
2018/19,2070,1116381
2019/20,2065,1225057
2020/21,2240,661279
2021/22,2241,952992
2022/23,2331,1218206
2023/24,2218,1956300
2024/25,2230,2424088
