name,time,event
wildcard,2025-09-21T16:19:25.366942Z,6
bboost,2025-10-16T14:12:10.582847Z,8
freehit,2025-11-29T12:28:41.455225Z,13
3xc,2025-12-19T22:19:40.483780Z,17
wildcard,2026-01-26T01:22:46.989158Z,24
bboost,2026-02-10T14:19:08.419447Z,26
freehit,2026-04-10T21:28:02.626930Z,33
3xc,2026-05-08T18:20:11.595527Z,36
