season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2020/21,174874,45,45,93,2729,1,1,9,36,0,0,0,6,1,0,7,501,582.8,109.3,151.0,84.5,0,0,0,0,0,0.00,0.00,0.00,0.00
2021/22,174874,45,47,124,2914,0,4,12,37,1,0,0,4,0,0,14,619,630.6,234.0,142.0,100.7,0,0,0,0,0,0.00,0.00,0.00,0.00
2022/23,174874,45,45,80,2782,1,0,8,37,2,0,0,8,0,0,1,483,658.8,163.4,273.0,109.8,0,0,0,0,32,1.87,1.04,2.91,36.23
2023/24,174874,45,47,121,3416,2,3,10,58,0,0,0,7,0,0,12,679,873.6,301.1,253.0,143.1,0,0,0,0,38,1.75,2.08,3.83,53.71
2024/25,174874,45,42,51,2673,0,0,4,47,1,0,0,7,1,0,3,306,687.6,99.0,162.0,95.0,0,0,0,283,30,1.04,0.57,1.61,37.85
