id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
227,Robert Lewandowski,30,2163,29,27.895800959318876,2,2.3904436947777867,127,22,1,0,F S,Bayern Munich,23,22.591377045959234,28.035741090774536,5.410495810210705
4248,Nils Petersen,32,2226,15,11.808655690401793,1,2.1846735049039125,64,32,3,1,F S,Freiburg,10,7.261999506503344,8.896063776686788,1.813873304054141
83,Kevin Volland,31,2607,14,10.532197000458837,2,5.164169117808342,55,33,5,0,F M S,Bayer Leverkusen,14,10.532197000458837,17.41033835709095,4.321192159783095
88,Mark Uth,31,2171,14,9.93688040599227,8,4.703467749990523,56,29,5,0,D F M S,Hoffenheim,14,9.93688040599227,16.576847665011883,4.064812902361155
6098,Niclas Füllkrug,34,2387,14,11.419224666431546,3,3.693625908344984,87,37,2,0,F S,Hannover 96,11,8.38820313476026,14.361863600090146,4.863058164715767
65,Timo Werner,32,2497,13,13.574379600584507,7,4.531198205426335,95,24,1,0,F S,RasenBallsport Leipzig,11,12.058826632797718,16.800834264606237,2.6707776859402657
171,Michael Gregoritsch,32,2543,13,9.903523388318717,2,1.2969309985637665,91,20,3,0,F M S,Augsburg,12,9.145746479742229,12.259730337187648,4.842775256372988
318,Pierre-Emerick Aubameyang,16,1421,13,16.653742618858814,3,2.558148417621851,59,16,0,1,F,Borussia Dortmund,10,13.62263572961092,16.92688511312008,2.558329375460744
956,Andrej Kramaric,34,2221,13,10.218699244782329,6,5.703154318034649,82,52,1,0,F M S,Hoffenheim,11,8.703145233914256,16.007910531014204,7.243496546521783
11,Sandro Wagner,25,1599,12,9.843644212931395,3,1.720283318310976,53,22,4,0,F S,"Bayern Munich,Hoffenheim",11,9.08587123081088,11.89092468097806,2.1556782871484756
26,Salomon Kalou,31,2237,12,9.56729025579989,3,2.3350692065432668,50,16,0,0,F M S,Hertha Berlin,11,8.051740060560405,9.753901926800609,1.9603113206103444
2655,Alfred Finnbogason,22,1837,12,11.30845114775002,3,3.556873070076108,52,32,2,0,F,Augsburg,9,9.035125287249684,13.88673909381032,2.5996835101395845
5302,Guido Burgstaller,32,2324,11,9.003491615876555,4,4.392531233839691,55,28,8,0,F M S,Schalke 04,11,9.003491615876555,11.453918799757957,2.0622152583673596
213,Thorgan Hazard,34,2955,10,14.297576042823493,5,6.631203738972545,88,63,1,0,F M S,Borussia M.Gladbach,5,9.751077773980796,20.93061364069581,8.564172875136137
993,Serge Gnabry,22,1535,10,5.927380431443453,5,3.723109444603324,50,26,0,0,F M S,Hoffenheim,10,5.169603627175093,11.80041354522109,4.116408199071884
4280,Davie Selke,27,1887,10,7.410126687027514,0,1.711251080967486,46,15,4,0,F S,Hertha Berlin,9,6.6523497113958,10.67921713925898,3.3856371603906155
210,Raffael,27,2087,9,7.206689676269889,2,4.466370793059468,53,35,0,0,F S,Borussia M.Gladbach,8,6.448912685737014,14.415170539170504,5.948903627693653
261,Julian Brandt,34,2347,9,6.035904863849282,3,6.286203796043992,43,59,0,0,D F M S,Bayer Leverkusen,9,6.035904863849282,16.711454402655363,8.130165257491171
300,Daniel Didavi,30,2262,9,4.229961226694286,5,2.2997851837426424,55,29,4,0,F M S,Wolfsburg,9,4.229961226694286,7.026382164098322,2.558317905291915
407,Martin Harnik,30,1892,9,7.442935049533844,2,1.1942126750946045,49,18,2,0,F M S,Hannover 96,9,7.442935049533844,9.097859751433134,1.959419270977378
3299,Jean-Kevin Augustin,25,1273,9,7.302125945687294,5,2.0915732085704803,37,16,1,0,F S,RasenBallsport Leipzig,8,5.786571752279997,9.258105210959911,2.3466251399368048
3887,Mario Gomez,28,2329,9,10.1233727093786,3,3.007444417104125,56,25,3,0,F S,"VfB Stuttgart,Wolfsburg",9,8.607814243994653,11.71043205820024,2.716068208217621
4247,Maximilian Philipp,20,1212,9,4.91950549185276,1,2.1931561827659607,44,15,0,0,F M S,Borussia Dortmund,9,4.91950549185276,9.881748277693987,3.7884498685598373
5221,Leon Bailey,30,2224,9,8.006807489320636,6,6.39059913251549,76,63,2,0,D M S,Bayer Leverkusen,9,8.006807489320636,16.832434540614486,6.422184623777866
6144,Sébastien Haller,31,2355,9,6.976676066406071,4,3.813451074063778,41,30,2,0,F S,Eintracht Frankfurt,7,5.461122107692063,10.144115582108498,3.3863165993243456
6338,Lucas Alario,23,1542,9,9.95240025781095,4,2.0166067238897085,58,14,5,1,F S,Bayer Leverkusen,8,8.436846291646361,13.568525802344084,4.420323118567467
47,Yoshinori Muto,27,1911,8,4.823195498436689,2,1.7365936087444425,37,17,2,0,F S,Mainz 05,8,4.823195498436689,7.276026017032564,0.9984926069155335
224,Thomas Müller,29,1957,8,5.78445553407073,13,10.275052770972252,43,55,4,0,F M S,Bayern Munich,8,5.78445553407073,21.78048526495695,8.602185536175966
6228,Luka Jovic,22,924,8,7.563798973336816,1,1.2333394028246403,37,7,2,0,F S,Eintracht Frankfurt,8,7.563798973336816,8.01934190467,1.3375553004443645
147,Naldo,34,3060,7,4.002475691959262,2,2.465989626944065,47,15,4,0,D,Schalke 04,7,4.002475691959262,7.15121338609606,5.460114589892328
319,Marco Reus,11,944,7,5.460636995732784,0,2.14712858106941,31,19,1,0,F M,Borussia Dortmund,7,4.702856920659542,8.042936936020851,2.29405539855361
426,Daniel Ginczek,23,1534,7,7.133928287774324,0,1.342076925560832,42,15,3,0,F M S,VfB Stuttgart,6,6.3761553056538105,8.300557497888803,1.8395774075761437
1678,Michy Batshuayi,10,837,7,6.746572155505419,1,0.5975824072957039,29,4,2,0,F S,Borussia Dortmund,7,6.746572155505419,8.068311009556055,0.8493093252182007
2249,James Rodríguez,23,1638,7,5.205832462757826,11,7.610789678990841,41,64,2,0,M S,Bayern Munich,7,5.205832462757826,18.664185371249914,11.458919409662485
6090,Simon Terodde,30,2114,7,9.132849368266761,1,1.7688724901527166,44,22,4,0,F S,"FC Cologne,VfB Stuttgart",6,7.617293360643089,8.767622066661716,1.3683863002806902
29,Vedad Ibisevic,27,1450,6,8.8720089122653,4,1.6668200939893723,38,13,4,1,F S,Hertha Berlin,4,7.3564619943499565,7.508208340033889,0.9599049547687173
155,Max Kruse,29,2454,6,5.110545113682747,6,4.774864865466952,53,57,2,0,F M S,Werder Bremen,6,5.110545113682747,13.11132532171905,5.913467902690172
157,Daniel Caligiuri,33,2916,6,4.073196487501264,10,5.509024692699313,35,49,4,0,D M S,Schalke 04,3,1.7998661007732153,8.61739645153284,5.2740570437163115
