id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
47055,89,BlockedShot,0.7040000152587891,0.4879999923706055,0.009543280117213726,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4931,Cagliari,Roma,1,2,2015-02-08 14:00:00,Samuele Longo,Pass
47059,94,Goal,0.9169999694824219,0.5609999847412109,0.5300300121307373,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,Head,4931,Cagliari,Roma,1,2,2015-02-08 14:00:00,Danilo Avelar,Aerial
47810,37,MissedShots,0.7280000305175781,0.345,0.014087099581956863,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4954,Cagliari,Inter,1,2,2015-02-23 20:00:00,Godfred Donsah,Pass
47819,57,SavedShot,0.97,0.355,0.07317549735307693,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4954,Cagliari,Inter,1,2,2015-02-23 20:00:00,,TakeOn
47829,76,MissedShots,0.7780000305175782,0.6730000305175782,0.013979500159621239,Paul-José M&#039;Poku,h,1912,SetPiece,2014,RightFoot,4954,Cagliari,Inter,1,2,2015-02-23 20:00:00,,None
47446,40,MissedShots,0.75,0.6709999847412109,0.02566700056195259,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4881,Cagliari,Verona,1,2,2015-03-01 11:30:00,Daniele Conti,TakeOn
47450,63,MissedShots,0.889000015258789,0.69,0.06046599894762039,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4881,Cagliari,Verona,1,2,2015-03-01 11:30:00,Duje Cop,Pass
47455,73,SavedShot,0.8009999847412109,0.740999984741211,0.05577459931373596,Paul-José M&#039;Poku,h,1912,DirectFreekick,2014,RightFoot,4881,Cagliari,Verona,1,2,2015-03-01 11:30:00,,Standard
47460,95,SavedShot,0.865999984741211,0.3529999923706055,0.0624798983335495,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4881,Cagliari,Verona,1,2,2015-03-01 11:30:00,Daniele Conti,Pass
47890,39,MissedShots,0.7219999694824218,0.6580000305175782,0.016300899907946587,Paul-José M&#039;Poku,a,1912,OpenPlay,2014,LeftFoot,4889,Sampdoria,Cagliari,2,0,2015-03-07 17:00:00,Marco Capuano,Pass
47892,50,BlockedShot,0.7390000152587891,0.555,0.05566529929637909,Paul-José M&#039;Poku,a,1912,DirectFreekick,2014,RightFoot,4889,Sampdoria,Cagliari,2,0,2015-03-07 17:00:00,,Standard
48409,1,BlockedShot,0.8019999694824219,0.3129999923706055,0.07329089939594269,Paul-José M&#039;Poku,h,1912,DirectFreekick,2014,RightFoot,4900,Cagliari,Empoli,1,1,2015-03-14 19:45:00,,Standard
48414,15,MissedShots,0.855999984741211,0.6040000152587891,0.08342190086841583,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4900,Cagliari,Empoli,1,1,2015-03-14 19:45:00,Marco Sau,Pass
48418,24,SavedShot,0.8380000305175781,0.825999984741211,0.024047499522566795,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4900,Cagliari,Empoli,1,1,2015-03-14 19:45:00,Nicola Murru,Pass
48423,32,BlockedShot,0.875999984741211,0.5420000076293945,0.35367199778556824,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4900,Cagliari,Empoli,1,1,2015-03-14 19:45:00,Marco Sau,Pass
48435,75,MissedShots,0.6940000152587891,0.669000015258789,0.019225100055336952,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4900,Cagliari,Empoli,1,1,2015-03-14 19:45:00,João Pedro,Pass
48897,1,MissedShots,0.7269999694824218,0.6619999694824219,0.01850290037691593,Paul-José M&#039;Poku,a,1912,SetPiece,2014,RightFoot,4910,AC Milan,Cagliari,3,1,2015-03-21 19:45:00,Lorenzo Crisetig,Pass
48088,7,BlockedShot,0.8209999847412109,0.725999984741211,0.026152899488806725,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,LeftFoot,4831,Cagliari,Lazio,1,3,2015-04-04 14:00:00,Danilo Avelar,Pass
48097,41,SavedShot,0.71,0.66,0.03481660038232803,Paul-José M&#039;Poku,h,1912,DirectFreekick,2014,RightFoot,4831,Cagliari,Lazio,1,3,2015-04-04 14:00:00,,Standard
48106,72,BlockedShot,0.8690000152587891,0.495,0.09340009838342667,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4831,Cagliari,Lazio,1,3,2015-04-04 14:00:00,Marco Sau,Pass
48443,20,ShotOnPost,0.779000015258789,0.6719999694824219,0.018558500334620476,Paul-José M&#039;Poku,a,1912,OpenPlay,2014,RightFoot,4840,Genoa,Cagliari,2,0,2015-04-11 17:00:00,Diego Farias,TakeOn
48459,73,BlockedShot,0.8919999694824219,0.3029999923706055,0.0590456984937191,Paul-José M&#039;Poku,a,1912,OpenPlay,2014,LeftFoot,4840,Genoa,Cagliari,2,0,2015-04-11 17:00:00,Marco Sau,Pass
48466,83,SavedShot,0.7190000152587891,0.5609999847412109,0.04464609920978546,Paul-José M&#039;Poku,a,1912,DirectFreekick,2014,RightFoot,4840,Genoa,Cagliari,2,0,2015-04-11 17:00:00,,Standard
49265,5,SavedShot,0.6819999694824219,0.58,0.03154449909925461,Paul-José M&#039;Poku,h,1912,DirectFreekick,2014,RightFoot,4858,Cagliari,Napoli,0,3,2015-04-19 17:00:00,,Standard
49286,87,MissedShots,0.8030000305175782,0.6790000152587891,0.017253199592232704,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,LeftFoot,4858,Cagliari,Napoli,0,3,2015-04-19 17:00:00,,None
49464,26,BlockedShot,0.8819999694824219,0.6619999694824219,0.1051969975233078,Paul-José M&#039;Poku,a,1912,OpenPlay,2014,LeftFoot,4869,Fiorentina,Cagliari,1,3,2015-04-26 17:00:00,Diego Farias,Pass
50020,4,BlockedShot,0.745999984741211,0.4929999923706055,0.0187740009278059,Paul-José M&#039;Poku,a,1912,OpenPlay,2014,LeftFoot,4876,Chievo,Cagliari,1,0,2015-04-29 19:45:00,,None
50024,18,MissedShots,0.7180000305175781,0.4329999923706055,0.016801299527287483,Paul-José M&#039;Poku,a,1912,OpenPlay,2014,RightFoot,4876,Chievo,Cagliari,1,0,2015-04-29 19:45:00,Albin Ekdal,Pass
50092,30,BlockedShot,0.785,0.29100000381469726,0.023774899542331696,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,LeftFoot,4787,Cagliari,Parma,4,0,2015-05-04 19:45:00,Diego Farias,Pass
50093,37,Goal,0.9069999694824219,0.6140000152587891,0.09956640005111694,Paul-José M&#039;Poku,h,1912,OpenPlay,2014,RightFoot,4787,Cagliari,Parma,4,0,2015-05-04 19:45:00,,None
